id,length,pack,state,size,condition,cat2,stacks,width,count,target
8440,10851,53751.7482,ST-F,1770,CO-1,CA-A,34933,18086.892,31683.85366,TA-0
8441,19545,76777.5104,ST-9,27892,CO-1,CA-7,24719,5125.99,25307.83867,TA-2
8442,22268,31186.6462,ST-1,3472,CO-0,CA-15,21925,2815.37,80083.98217,TA-0
8443,17948,NA,ST-11,17865,CO-6,CA-C,41334,17127.265,48917.27502,TA-1
8444,35951,31045.8043,ST-1A,19096,CO-7,CA-0,29205,11734.548,38855.89205,TA-3
8445,1865,48207.1183,ST-4,40853,CO-9,CA-16,51781,19775.039,68737.37156,TA-2
8446,13684,54810.7218,ST-13,44571,CO-D,CA-5,33441,18588.666,82620.73841,TA-4
8447,5223,49380.7754,ST-13,36895,CO-8,CA-D,13454,16276.348,28920.50247,TA-2
8448,6458,58236.2311,ST-24,9745,CO-3,CA-17,48527,1758.522,37171.50502,TA-0
8449,38324,57261.1571,ST-7,22248,CO-3,CA-F,30237,2871.791,60957.01022,TA-1
8450,10090,NA,ST-10,11524,CO-5,CA-2,32645,3330.347,68522.97273,TA-0
8451,34312,63077.9489,ST-B,17198,CO-2,CA-8,20297,16636.926,45669.42789,TA-1
8452,4276,31353.3825,ST-9,10423,CO-1,CA-16,40519,19757.402,72819.88165,TA-0
8453,5190,56433.0803,ST-8,23726,CO-8,CA-9,27385,6705.304,65764.63514,TA-1
8454,27824,54714.8633,ST-C,881,CO-B,CA-8,25107,12431.876,87502.75598,TA-0
8455,19758,49944.86,ST-14,13175,CO-5,CA-7,47889,18930.477,46444.74996,TA-1
8456,4337,56073.0172,ST-24,50576,CO-C,CA-14,36595,4978.396,17993.29928,TA-3
8457,6333,27246.5467,ST-27,6054,CO-2,CA-10,6809,2059.093,39902.35746,TA-0
8458,28948,39696.2819,ST-F,25123,CO-A,CA-B,22376,14299.055,1064.98616,TA-2
8459,36489,57895.8554,ST-8,26499,CO-4,CA-16,52464,5216.94,39990.56736,TA-1
8460,8930,44752.2922,ST-F,29440,CO-3,CA-8,36468,8602.692,8108.21034,TA-2
8461,29981,27871.0203,ST-19,45212,CO-7,CA-3,51840,4019.708,43033.51829,TA-4
8462,14240,NA,ST-11,38290,CO-D,CA-B,36060,7382.429,43165.72819,TA-3
8463,10253,37075.6343,ST-21,21596,CO-0,CA-9,31422,10007.731,35191.18088,TA-1
8464,37903,NA,ST-1A,4036,CO-C,CA-6,38137,3123.436,46936.52166,TA-1
8465,38282,52458.3507,ST-6,7777,CO-1,CA-12,44080,13694.11,33621.76487,TA-0
8466,15774,43360.0471,ST-5,46356,CO-D,CA-B,34979,12421.802,60023.98991,TA-3
8467,24492,61931.4749,ST-1C,35211,CO-7,CA-1,60905,19452.597,50102.68316,TA-4
8468,18047,52518.5287,ST-1E,2321,CO-1,CA-11,27795,3587.464,29226.65517,TA-0
8469,34815,52887.1032,ST-10,1082,CO-2,CA-16,40354,3729.977,27961.18132,TA-0
8470,22671,30748.9052,ST-8,48937,CO-7,CA-14,41950,17499.956,17776.62438,TA-3
8471,26612,32811.2604,ST-28,9202,CO-A,CA-0,37979,16513.628,37348.90616,TA-2
8472,16204,49545.2488,ST-1A,49669,CO-C,CA-6,21682,11392.377,50589.3136,TA-4
8473,9809,27773.0629,ST-12,5860,CO-2,CA-6,37895,10831.942,31884.13638,TA-0
8474,24069,38328.042,ST-25,46695,CO-8,CA-E,36383,16706.799,55444.06392,TA-4
8475,5669,48348.1777,ST-4,37877,CO-1,CA-18,28206,25078.645,86930.475,TA-2
8476,35605,55322.9754,ST-1A,11147,CO-B,CA-17,34029,22648.666,38035.64223,TA-1
8477,8562,51566.9125,ST-1,36733,CO-7,CA-4,50714,7476.526,55521.74669,TA-2
8478,24130,52048.5433,ST-26,47062,CO-0,CA-14,37231,23129.602,45669.82288,TA-4
8479,1858,60835.8462,ST-21,18867,CO-0,CA-2,43429,25765.185,80492.83691,TA-1
8480,4855,50052.3995,ST-19,49661,CO-9,CA-F,49801,2745.544,68402.64423,TA-3
8481,3027,58210.2708,ST-17,24471,CO-3,CA-8,48354,11146.981,83558.83586,TA-1
8482,27965,56996.9806,ST-20,22810,CO-3,CA-B,49716,27337.032,23611.82492,TA-3
8483,16154,19490.1202,ST-21,13627,CO-D,CA-14,54885,23675.153,59892.57871,TA-1
8484,27018,51286.6553,ST-B,45804,CO-D,CA-11,52054,10659.185,35744.34089,TA-3
8485,8172,30431.8546,ST-5,19020,CO-1,CA-15,36344,5985.468,7054.42093,TA-0
8486,22283,42893.8148,ST-8,9634,CO-6,CA-16,29626,11029.205,56409.60063,TA-0
8487,27783,56466.7109,ST-E,23806,CO-4,CA-17,43196,13674.974,87089.96379,TA-1
8488,23059,50549.334,ST-3,40582,CO-8,CA-A,51922,14908.1,22448.10941,TA-3
8489,34952,45162.2584,ST-11,35857,CO-4,CA-16,40501,4771.798,16190.98817,TA-3
8490,16535,51377.7096,ST-1B,7446,CO-3,CA-A,46942,14521.227,50843.2269,TA-0
8491,20232,54196.9467,ST-27,24422,CO-1,CA-8,46284,12358.118,11660.71732,TA-3
8492,25161,46602.5812,ST-21,18444,CO-A,CA-D,39313,26187.957,52025.05914,TA-2
8493,13798,37434.6216,ST-20,11406,CO-1,CA-8,31346,17723.513,34419.77651,TA-1
8494,19472,58849.9132,ST-23,3753,CO-9,CA-5,33787,4655.38,67697.57456,TA-1
8495,36366,69162.3402,ST-11,22791,CO-A,CA-0,44140,11476.79,28313.40516,TA-3
8496,24686,29999.4326,ST-10,13452,CO-6,CA-13,29395,24588.99,62929.48321,TA-1
8497,9291,55000.4308,ST-1F,19848,CO-7,CA-15,49749,16404.699,56813.83072,TA-1
8498,2509,41369.9089,ST-5,13811,CO-3,CA-D,33893,6664.114,51584.61281,TA-0
8499,38634,27856.5308,ST-13,2968,CO-8,CA-2,40267,9697.693,23298.73734,TA-1
8500,33339,36888.4399,ST-8,33616,CO-3,CA-18,44718,6636.137,3163.81303,TA-2
8501,2411,49326.3476,ST-1E,8456,CO-7,CA-0,37844,8327.229,15513.76921,TA-0
8502,20208,33194.3402,ST-22,12501,CO-3,CA-2,39778,26009.217,25969.83384,TA-2
8503,20554,36553.6172,ST-1C,21813,CO-8,CA-D,48486,17381.838,79224.59742,TA-2
8504,13870,30280.166,ST-24,40776,CO-D,CA-D,37366,12721.89,4930.99731,TA-4
8505,30665,40970.8676,ST-17,2285,CO-C,CA-19,37103,7884.816,10760.76195,TA-0
8506,4583,32437.0071,ST-1A,36265,CO-6,CA-18,46586,12821.709,69687.09138,TA-2
8507,32511,41735.5961,ST-1D,50038,CO-C,CA-2,16362,4375.3,47028.41434,TA-4
8508,14473,48551.5649,ST-9,13792,CO-5,CA-11,45777,24794.118,76217.41861,TA-0
8509,16270,NA,ST-0,37473,CO-8,CA-15,38802,25666.681,70526.1094,TA-2
8510,11955,55937.283,ST-13,11557,CO-D,CA-11,51058,17864.855,39655.6386,TA-0
8511,12622,54122.5222,ST-1F,14465,CO-D,CA-1,47966,22634.511,20699.76809,TA-1
8512,25659,37377.1355,ST-A,45391,CO-D,CA-18,23958,7435.147,18623.65361,TA-3
8513,12312,40729.0658,ST-15,1010,CO-B,CA-0,44841,24994.116,38124.70125,TA-0
8514,30497,61150.5137,ST-26,27832,CO-C,CA-5,32895,18584.875,60508.10722,TA-4
8515,36903,36212.6294,ST-2,8674,CO-1,CA-E,44306,16741.332,8400.17978,TA-0
8516,4972,70364.9194,ST-2B,21432,CO-3,CA-D,41219,17073.744,29820.63606,TA-1
8517,33362,41705.6307,ST-2,4978,CO-9,CA-2,25141,6096.422,83883.55664,TA-0
8518,6303,45433.2449,ST-11,36292,CO-D,CA-7,29290,13161.003,80605.00272,TA-2
8519,12441,34547.736,ST-27,28501,CO-A,CA-14,31626,26171.013,86910.87683,TA-2
8520,21745,35877.5082,ST-17,37834,CO-1,CA-14,35820,13445.11,37578.54412,TA-3
8521,28714,NA,ST-22,23713,CO-1,CA-F,50043,5217.058,57891.20711,TA-3
8522,7393,42008.1939,ST-3,39407,CO-A,CA-9,37578,19086.794,60921.49665,TA-2
8523,3771,62973.54,ST-1A,50977,CO-0,CA-2,32920,13959.552,65580.31039,TA-4
8524,7777,56336.4978,ST-2,46873,CO-B,CA-D,43229,18118.828,71800.84126,TA-3
8525,16398,24316.9483,ST-20,30025,CO-C,CA-19,38982,10374.524,23368.59603,TA-2
8526,29021,54829.579,ST-29,29413,CO-C,CA-F,30383,24424.62,24370.11936,TA-4
8527,23210,49695.8148,ST-1A,38672,CO-C,CA-5,45277,18847.755,37422.04735,TA-4
8528,8732,50008.4086,ST-24,28153,CO-7,CA-3,44129,6122.652,88054.17653,TA-2
8529,10038,63286.337,ST-10,40106,CO-B,CA-3,39559,20753.32,52332.35462,TA-3
8530,12189,52052.4782,ST-A,28224,CO-C,CA-0,20591,16278.85,70362.14682,TA-2
8531,35828,36867.6579,ST-1,31326,CO-9,CA-E,57433,4867.582,16720.94365,TA-2
8532,24015,34601.4262,ST-1,15718,CO-B,CA-A,56773,21845.755,39626.80628,TA-0
8533,11823,35611.5741,ST-1A,16264,CO-A,CA-1,55697,14225.019,3020.33068,TA-1
8534,16785,44596.3324,ST-4,9844,CO-B,CA-A,41930,10638.247,18312.06022,TA-0
8535,10385,61176.9783,ST-E,7728,CO-A,CA-18,36999,2666.249,65807.6023,TA-0
8536,38744,46842.3329,ST-29,19715,CO-2,CA-15,43016,10099.111,25243.72837,TA-4
8537,5816,35002.1069,ST-1A,7344,CO-D,CA-0,45557,25120.615,32291.85851,TA-0
8538,24511,36201.3794,ST-7,20757,CO-2,CA-6,38523,3889.629,24489.97095,TA-1
8539,28561,45778.555,ST-19,48942,CO-A,CA-11,36312,6070.656,43642.98201,TA-4
8540,3930,55411.2805,ST-A,49161,CO-4,CA-18,44549,9155.974,38905.44943,TA-3
8541,22149,51386.4311,ST-1B,28854,CO-C,CA-B,39875,21270.158,18833.16032,TA-3
8542,1074,36104.2397,ST-15,3412,CO-0,CA-7,25310,13783.216,33205.45648,TA-0
8543,19031,56101.5071,ST-1B,3591,CO-8,CA-12,54542,4361.875,83275.29562,TA-0
8544,13558,24344.3225,ST-29,13113,CO-5,CA-13,40352,18007.652,45070.16197,TA-1
8545,33783,26625.9084,ST-1D,2281,CO-B,CA-7,37434,26348.917,80950.40422,TA-1
8546,11694,49044.3624,ST-1E,46446,CO-3,CA-18,29565,25454.813,58351.38382,TA-3
8547,34865,52126.3948,ST-28,33725,CO-C,CA-C,47838,14672.137,53518.21848,TA-4
8548,12377,53420.0373,ST-15,2241,CO-8,CA-11,33484,15837.259,23144.33767,TA-0
8549,31247,43466.3392,ST-7,17514,CO-2,CA-11,31745,4521.465,61575.81928,TA-1
8550,38744,51662.7457,ST-15,4252,CO-B,CA-11,57114,12107.185,67802.68186,TA-1
8551,33417,NA,ST-21,15348,CO-8,CA-19,37311,16379.573,50421.20145,TA-2
8552,20684,51108.9784,ST-22,26282,CO-3,CA-3,43225,6378.9,34317.63618,TA-3
8553,5584,46826.8938,ST-15,36101,CO-4,CA-0,37088,22428.569,52883.50166,TA-3
8554,2147,66521.8834,ST-20,7140,CO-6,CA-5,37751,16082.16,66641.53531,TA-0
8555,12671,51816.3716,ST-17,31687,CO-B,CA-6,62600,16073.833,3035.16832,TA-3
8556,11686,39129.2878,ST-1,10755,CO-D,CA-A,29920,10457.871,75057.60061,TA-0
8557,16363,62467.7443,ST-1,50432,CO-D,CA-8,36335,26824.291,28633.37589,TA-4
8558,1357,55353.0251,ST-1D,3665,CO-2,CA-11,37104,3964.144,62474.41659,TA-0
8559,2590,49378.7459,ST-1F,9427,CO-9,CA-3,39207,11248.534,53035.45836,TA-0
8560,6137,49842.0226,ST-17,51295,CO-0,CA-E,32128,5194.124,3029.86397,TA-4
8561,23510,84088.1656,ST-B,43471,CO-9,CA-17,45107,24206.542,76228.95036,TA-3
8562,7950,41724.8348,ST-1C,27847,CO-A,CA-1,51103,21256.126,36933.32392,TA-2
8563,29043,50889.6414,ST-23,467,CO-C,CA-11,32625,26211.822,884.3642,TA-1
8564,34843,39220.374,ST-E,20121,CO-5,CA-12,33984,9693.026,49467.0663,TA-1
8565,19735,41660.7514,ST-4,31110,CO-6,CA-17,34460,23928.564,44541.65907,TA-1
8566,5332,46095.9384,ST-22,5587,CO-4,CA-9,41127,21112.957,11426.34096,TA-0
8567,5848,69830.2582,ST-19,13219,CO-8,CA-18,53864,7165.629,56312.07711,TA-0
8568,1643,25402.1153,ST-20,11290,CO-B,CA-14,40477,8609.06,8395.06796,TA-0
8569,31040,59573.7423,ST-4,28290,CO-7,CA-1,43830,25053.188,85771.81063,TA-2
8570,26713,42218.37,ST-A,19051,CO-4,CA-9,48926,14196.816,2421.60659,TA-1
8571,7203,36305.2885,ST-29,42651,CO-6,CA-6,33344,16722.648,69001.73009,TA-4
8572,4184,53373.461,ST-13,27769,CO-3,CA-18,48182,6300.112,12968.18384,TA-1
8573,15640,36259.3921,ST-F,40559,CO-5,CA-3,50184,19634.281,51787.56315,TA-3
8574,17356,35931.1604,ST-6,46965,CO-9,CA-11,38187,16688.467,59593.18229,TA-3
8575,24221,NA,ST-13,19264,CO-4,CA-E,38566,14784.494,46563.6872,TA-1
8576,4787,42887.6923,ST-2,32061,CO-4,CA-19,40183,15544.788,40880.3304,TA-1
8577,8433,20757.2544,ST-27,30106,CO-9,CA-13,40507,16967.059,41894.10513,TA-2
8578,21609,38903.3747,ST-1A,10714,CO-9,CA-17,24890,9092.371,80886.17015,TA-1
8579,31501,54340.7456,ST-22,16982,CO-B,CA-10,52644,15628.67,7936.86962,TA-2
8580,20171,26640.805,ST-2,46158,CO-6,CA-4,37685,16015.122,70409.00903,TA-3
8581,38017,38281.6371,ST-10,2327,CO-2,CA-E,36398,11973.633,74768.18106,TA-0
8582,1492,38495.229,ST-25,6865,CO-5,CA-16,26536,15591.181,53100.89702,TA-0
8583,2596,41821.8162,ST-12,45442,CO-9,CA-3,45386,14555.487,79869.82136,TA-3
8584,3832,NA,ST-15,7319,CO-9,CA-11,45126,2927.356,37600.9557,TA-0
8585,5584,26802.5596,ST-6,40389,CO-5,CA-D,18739,26277.097,21914.44629,TA-2
8586,13747,30844.3833,ST-16,16390,CO-C,CA-E,47756,9598.645,21113.29636,TA-1
8587,32874,21546.3137,ST-1C,33070,CO-2,CA-15,34331,9987.252,55402.90268,TA-4
8588,2903,34206.2885,ST-F,30327,CO-7,CA-4,36316,4016.378,73771.52711,TA-2
8589,11551,46135.089,ST-1D,23138,CO-6,CA-2,18623,9828.633,19042.59279,TA-2
8590,16892,33556.4566,ST-27,9328,CO-A,CA-18,64440,24755.501,32150.30841,TA-1
8591,2364,NA,ST-6,42836,CO-5,CA-14,46424,6619.461,85019.57954,TA-2
8592,5644,41731.4516,ST-8,18908,CO-A,CA-E,32977,20845.746,11358.5666,TA-0
8593,37263,43989.3821,ST-29,44345,CO-C,CA-15,45253,16418.861,35492.21581,TA-4
8594,32591,46965.5088,ST-5,16784,CO-B,CA-14,45757,18689.399,34982.78698,TA-0
8595,1635,36422.4781,ST-E,42077,CO-1,CA-2,24887,6978.483,71491.08098,TA-3
8596,765,63259.362,ST-28,27865,CO-6,CA-19,38306,26067.9,50657.92696,TA-1
8597,11649,43056.2611,ST-D,37865,CO-6,CA-17,32858,17029.817,73287.76099,TA-2
8598,9720,37535.3359,ST-B,14874,CO-0,CA-E,34505,17545.85,3229.95778,TA-0
8599,29360,26737.4452,ST-21,4349,CO-C,CA-6,43668,18626.39,73400.92799,TA-1
8600,3145,46166.7524,ST-3,20910,CO-8,CA-B,28003,9111.787,7122.25227,TA-1
8601,24366,47634.2787,ST-6,28596,CO-9,CA-12,43041,3081.253,8261.35283,TA-1
8602,28153,49396.2658,ST-7,25112,CO-6,CA-14,38426,16448.719,5427.33922,TA-1
8603,17913,58908.8009,ST-B,13401,CO-2,CA-A,28142,4053.314,39525.19008,TA-0
8604,19456,34197.5232,ST-26,34023,CO-A,CA-11,17908,12913.982,74056.08443,TA-3
8605,3582,58029.4845,ST-18,45105,CO-7,CA-6,38174,10908.264,63620.42822,TA-3
8606,20509,44195.2999,ST-B,622,CO-2,CA-17,52214,21853.105,10415.5879,TA-0
8607,10069,43844.6651,ST-0,44086,CO-C,CA-16,33989,14411.71,30164.52784,TA-2
8608,4351,31976.4895,ST-19,23942,CO-6,CA-5,18594,13302.184,57589.26653,TA-1
8609,13644,51183.683,ST-16,32401,CO-5,CA-18,28241,21402.313,88181.28728,TA-2
8610,23759,52751.5735,ST-21,46259,CO-6,CA-F,24043,15145.939,35606.01908,TA-4
8611,10109,54786.9694,ST-10,33245,CO-D,CA-18,35662,7123.329,7391.6079,TA-2
8612,16176,29538.058,ST-8,41624,CO-8,CA-3,47658,3030.567,58039.51223,TA-3
8613,31418,64593.2524,ST-2B,12591,CO-8,CA-6,50455,26770.711,66564.32651,TA-3
8614,16195,NA,ST-1D,7550,CO-2,CA-D,44586,26768.826,9988.38815,TA-0
8615,8462,32867.4906,ST-15,3878,CO-C,CA-3,5814,1363.992,82654.27982,TA-0
8616,11888,60647.3156,ST-13,49512,CO-8,CA-6,46944,3580.725,33451.79653,TA-4
8617,28864,55354.5624,ST-1E,18641,CO-1,CA-6,35337,20711.486,48587.03006,TA-3
8618,4360,48117.1054,ST-1E,45426,CO-0,CA-5,44826,25458.686,52460.55596,TA-3
8619,13808,58263.7385,ST-12,11587,CO-B,CA-17,48364,3007.204,60287.07669,TA-0
8620,9854,46706.9892,ST-1F,29745,CO-2,CA-12,38895,9454.945,66448.16601,TA-2
8621,15118,52556.3346,ST-24,35528,CO-3,CA-6,33385,22077.883,4728.20086,TA-3
8622,32078,34478.7225,ST-8,15743,CO-5,CA-6,48744,3027.608,51997.92897,TA-1
8623,1558,57133.2191,ST-23,24260,CO-A,CA-F,46339,23268.621,69079.28206,TA-1
8624,20280,26565.7559,ST-26,14258,CO-8,CA-4,40338,15900.135,6125.16365,TA-2
8625,29591,77688.1934,ST-0,1515,CO-6,CA-10,41139,17585.026,1033.56529,TA-0
8626,13536,37894.5747,ST-29,17954,CO-0,CA-19,38113,6888.578,54901.49491,TA-1
8627,19603,42390.9799,ST-3,35863,CO-A,CA-11,34636,3114.242,76436.76395,TA-2
8628,32200,48839.3083,ST-1C,9793,CO-B,CA-4,35712,21983.833,1833.19472,TA-2
8629,20836,59026.4352,ST-D,16494,CO-2,CA-C,34161,13218.099,76695.40279,TA-1
8630,15288,32443.3065,ST-0,3188,CO-1,CA-17,48762,13232.846,38764.5775,TA-0
8631,6144,43409.117,ST-1A,41337,CO-4,CA-6,39481,12588.113,39278.51317,TA-3
8632,29411,35861.8009,ST-1E,9447,CO-9,CA-19,40466,9857.493,42986.06425,TA-1
8633,10356,39050.5147,ST-26,39773,CO-D,CA-B,44646,3695.274,33256.40646,TA-3
8634,26862,64748.9326,ST-A,38181,CO-9,CA-2,35078,26306.047,20875.27345,TA-3
8635,17983,50401.5048,ST-24,30960,CO-6,CA-C,44311,8746.141,5666.88309,TA-3
8636,16580,66453.0525,ST-25,10075,CO-B,CA-D,41168,22954.563,39787.28871,TA-1
8637,8798,41880.9326,ST-12,2808,CO-5,CA-D,37600,17421.418,13882.88504,TA-0
8638,18186,43420.5561,ST-22,25159,CO-8,CA-10,31180,25730.072,9542.37177,TA-2
8639,28617,39433.8783,ST-1D,20281,CO-8,CA-6,41047,5479.252,49515.97115,TA-3
8640,29566,54086.1122,ST-A,28835,CO-1,CA-7,34999,22896.092,46841.21571,TA-2
8641,20571,45692.6725,ST-7,2847,CO-4,CA-11,46784,13606.503,55161.01226,TA-0
8642,16622,44978.3796,ST-12,29509,CO-8,CA-17,46845,24726.24,8041.44153,TA-2
8643,15802,48503.9608,ST-25,29358,CO-1,CA-0,42296,17264.358,32391.58892,TA-3
8644,37477,44195.1462,ST-6,17080,CO-2,CA-C,36273,15254.559,50198.85591,TA-1
8645,19115,60450.1155,ST-6,37517,CO-3,CA-4,48547,4773.653,75227.92048,TA-3
8646,5913,66552.7311,ST-9,39708,CO-1,CA-10,40934,10786.348,47448.81427,TA-2
8647,38903,47867.1718,ST-6,38348,CO-4,CA-8,31843,17321.243,9857.93109,TA-3
8648,27373,58377.5913,ST-10,22557,CO-0,CA-E,21012,19945.412,13026.47424,TA-2
8649,10412,48524.3957,ST-13,4466,CO-A,CA-5,35705,21588.533,3888.86451,TA-0
8650,1862,27190.0062,ST-12,12497,CO-3,CA-16,45154,26132.262,20371.38938,TA-0
8651,8923,39921.1933,ST-19,39000,CO-D,CA-15,36176,16469.994,84629.8123,TA-2
8652,18132,64623.0098,ST-C,39479,CO-D,CA-4,47816,3519.448,20605.99267,TA-3
8653,10844,36676.054,ST-D,965,CO-3,CA-9,35002,10614.253,51509.37102,TA-0
8654,36481,39251.1922,ST-16,42594,CO-8,CA-19,48715,20547.594,15885.81255,TA-4
8655,17761,57841.9282,ST-0,20358,CO-D,CA-14,28751,25499.796,11620.30266,TA-0
8656,9855,51978.422,ST-B,35468,CO-9,CA-6,49568,18818.106,87185.23546,TA-2
8657,3692,29894.6169,ST-13,6648,CO-A,CA-15,44976,6893.903,49827.51529,TA-0
8658,25233,57226.9982,ST-13,3169,CO-A,CA-5,52602,24103.197,37332.8045,TA-0
8659,9084,48801.1039,ST-18,38526,CO-A,CA-11,41186,17571.655,36202.66874,TA-3
8660,19697,41373.5902,ST-1C,10085,CO-6,CA-17,38175,7330.747,21044.21484,TA-0
8661,20098,51737.6382,ST-19,17354,CO-3,CA-17,61316,1849.423,40091.11265,TA-1
8662,31738,48425.3422,ST-24,14784,CO-8,CA-8,29512,11901.418,80328.61939,TA-3
8663,13176,31508.1566,ST-7,50828,CO-9,CA-B,28790,13287.0,73736.89768,TA-4
8664,29157,12035.4339,ST-19,33300,CO-7,CA-B,54760,10706.051,53841.06175,TA-3
8665,37967,30819.8308,ST-27,1241,CO-5,CA-14,36384,1309.237,40483.24856,TA-2
8666,18834,57622.6255,ST-14,48923,CO-0,CA-2,23332,7948.641,50797.09102,TA-4
8667,11674,51029.5401,ST-2A,38462,CO-4,CA-C,32788,7705.425,18680.74519,TA-3
8668,6161,50326.0339,ST-18,22340,CO-2,CA-2,41061,15840.216,39856.17789,TA-1
8669,16976,59203.9502,ST-8,1420,CO-8,CA-12,32808,24046.803,68574.63305,TA-0
8670,29956,45672.2281,ST-0,11846,CO-8,CA-A,36080,24745.941,38592.49468,TA-0
8671,4394,54488.064,ST-7,36635,CO-5,CA-12,59184,7458.646,27462.53568,TA-2
8672,34707,40760.815,ST-A,39859,CO-7,CA-14,25269,5958.775,66437.23066,TA-3
8673,23234,38382.6718,ST-26,49506,CO-3,CA-D,48660,6088.479,49469.16761,TA-4
8674,8539,NA,ST-19,50975,CO-1,CA-8,40186,20139.574,71304.89609,TA-4
8675,37916,56999.9379,ST-2,12156,CO-8,CA-A,34582,22046.961,62397.10743,TA-0
8676,3582,42653.3663,ST-28,35856,CO-2,CA-B,30228,21633.518,55412.41172,TA-2
8677,12849,58253.1729,ST-23,39148,CO-A,CA-D,20348,3242.575,27821.17082,TA-3
8678,13541,48411.2417,ST-14,1740,CO-B,CA-12,39843,5187.038,37772.76538,TA-0
8679,36532,NA,ST-27,7086,CO-0,CA-13,60536,8843.668,16959.23459,TA-2
8680,23576,53394.883,ST-C,31307,CO-8,CA-C,40074,24657.565,47144.78574,TA-2
8681,25248,64035.4881,ST-F,625,CO-8,CA-1,65133,2817.482,8044.91609,TA-0
8682,38588,47519.9092,ST-D,46502,CO-D,CA-0,46705,22737.28,18612.05809,TA-4
8683,19296,40914.9574,ST-17,23020,CO-4,CA-4,43558,20215.436,42885.35618,TA-2
8684,8763,47892.1828,ST-27,39737,CO-7,CA-10,57581,22580.002,10635.32384,TA-3
8685,26516,NA,ST-1A,44646,CO-C,CA-3,52847,22524.369,64083.71338,TA-4
8686,37608,30634.6589,ST-22,10853,CO-7,CA-1,30391,21994.875,67522.60141,TA-3
8687,16388,33649.0939,ST-C,8149,CO-3,CA-17,26862,17542.967,20845.29921,TA-0
8688,25387,49203.5017,ST-4,49228,CO-A,CA-11,37694,10251.383,56813.26081,TA-3
8689,1444,59378.4298,ST-C,5936,CO-B,CA-3,35889,18015.956,3425.66064,TA-0
8690,2480,40152.9331,ST-15,1765,CO-4,CA-10,56128,26712.386,77554.5929,TA-0
8691,7756,52772.4009,ST-4,35170,CO-D,CA-0,36003,13078.237,54349.47487,TA-2
8692,1025,45944.0995,ST-22,38225,CO-B,CA-18,40977,25386.948,39577.17216,TA-2
8693,32176,55973.9577,ST-10,41398,CO-4,CA-14,32856,8710.725,66040.42532,TA-3
8694,21925,33038.5849,ST-0,26747,CO-7,CA-D,38356,18423.987,67456.89453,TA-1
8695,6800,55137.9293,ST-4,22536,CO-5,CA-4,53532,18177.291,49458.64021,TA-1
8696,32426,69244.8064,ST-1A,1671,CO-2,CA-7,40434,19079.544,25642.73145,TA-1
8697,37342,38734.4331,ST-14,2533,CO-D,CA-1,46689,11536.429,43263.83383,TA-1
8698,20218,44284.6987,ST-9,36800,CO-6,CA-C,37572,7780.46,77935.42015,TA-2
8699,5543,50544.8413,ST-1A,49325,CO-9,CA-19,24945,21229.634,32717.98804,TA-3
8700,36499,44571.4225,ST-9,21422,CO-1,CA-A,42007,20334.738,1864.98022,TA-1
8701,29905,45440.6805,ST-11,27764,CO-1,CA-15,27780,1529.511,48330.45621,TA-2
8702,27520,58259.3722,ST-7,46190,CO-A,CA-D,42194,16777.569,27919.89263,TA-3
8703,22372,49938.3899,ST-23,37253,CO-2,CA-9,43354,20290.523,46069.6337,TA-4
8704,28086,44605.2981,ST-19,15427,CO-5,CA-0,19889,17746.465,77877.47776,TA-2
8705,2643,27429.6057,ST-13,1735,CO-7,CA-18,26087,10952.048,77478.07987,TA-0
8706,25735,62529.489,ST-F,23640,CO-2,CA-7,26810,22175.345,39462.98122,TA-2
8707,31930,46762.4186,ST-E,27074,CO-B,CA-13,19374,8205.954,64625.63998,TA-2
8708,18655,48437.7844,ST-1B,33080,CO-1,CA-8,44384,22994.356,48657.01504,TA-3
8709,33026,58670.2376,ST-A,28109,CO-9,CA-F,41497,22844.248,46399.55,TA-2
8710,5936,44359.559,ST-12,12867,CO-3,CA-9,49789,24986.441,63002.51579,TA-0
8711,19329,36156.8033,ST-3,17165,CO-3,CA-11,43641,10407.748,75080.54258,TA-0
8712,13794,53016.4563,ST-7,41714,CO-C,CA-4,52838,3307.152,26683.48205,TA-3
8713,37577,NA,ST-3,36650,CO-C,CA-A,30244,21258.897,47271.94332,TA-2
8714,1159,NA,ST-23,24668,CO-9,CA-D,60637,15339.18,84091.19721,TA-1
8715,24614,45079.6334,ST-28,22937,CO-A,CA-6,30408,9608.315,2096.2599,TA-3
8716,27919,54596.1021,ST-5,31952,CO-1,CA-7,32281,13024.166,37055.78702,TA-2
8717,7568,45055.9638,ST-19,22107,CO-1,CA-14,46840,5210.997,25600.8193,TA-1
8718,28630,43693.151,ST-24,30710,CO-4,CA-4,63224,26237.425,61388.12868,TA-4
8719,3693,42572.7967,ST-10,43993,CO-3,CA-F,41102,8626.745,5000.78137,TA-3
8720,18832,40561.3511,ST-28,3795,CO-4,CA-19,44474,8566.326,26615.31944,TA-0
8721,39056,54275.9687,ST-C,13497,CO-9,CA-18,45218,10019.361,46842.55778,TA-1
8722,17911,23526.5643,ST-14,21227,CO-C,CA-7,42225,15324.37,88805.69324,TA-2
8723,16819,44617.273,ST-23,25367,CO-5,CA-15,52615,25178.556,30518.31798,TA-2
8724,25538,59143.5463,ST-0,10842,CO-9,CA-3,36259,7941.378,35151.00329,TA-0
8725,2226,43637.1967,ST-28,43822,CO-5,CA-12,28642,3062.058,81100.68288,TA-3
