id,convention,height,max,cat2,number,usage,region,length,code,power,item,weight,country,target
8006,CO-E,3386.93,32049,CA-12,16340,US-22,RE-16,10051.8636,CO-8,67797.52,IT-A,8227,CO-17,169521.6309329614
8007,CO-1D,4829.29,50096,CA-19,20632,US-19,RE-4,13757.5701,CO-C,29558.54,IT-13,7349,CO-4,46612.456777736814
8008,CO-22,5536.53,58521,CA-24,16422,US-1C,RE-C,8462.6163,CO-4,55234.89,IT-1D,16819,CO-B,137512.75675418024
8009,CO-1C,1165.65,42046,CA-4,19731,US-18,RE-1A,12374.4772,CO-3,44993.51,IT-18,43759,CO-1B,97073.44835235542
8010,CO-9,NA,60264,CA-E,23572,US-20,RE-1D,12579.2899,CO-8,53177.69,IT-17,51690,CO-12,120752.40978434651
8011,CO-E,NA,46225,CA-C,28214,US-29,RE-5,11644.9614,CO-F,57813.96,IT-2,24205,CO-24,136113.50184033447
8012,CO-1D,6131.17,57574,CA-E,18228,US-11,RE-15,12484.7753,CO-B,25316.26,IT-10,42622,CO-4,39047.39646398223
8013,CO-25,4216.56,55968,CA-26,6927,US-17,RE-13,18945.0767,CO-4,62393.49,IT-17,2481,CO-4,127516.25433904953
8014,CO-1C,1085.15,59369,CA-19,23744,US-11,RE-2,15266.3205,CO-2,37359.35,IT-4,44916,CO-2,66597.86703043518
8015,CO-C,1886.04,46030,CA-25,21091,US-0,RE-19,10076.4808,CO-4,30469.28,IT-A,26835,CO-C,60517.800138378654
8016,CO-24,1886.03,63097,CA-12,20310,US-8,RE-0,6976.4144,CO-B,33555.14,IT-1C,13810,CO-1A,78191.54277234558
8017,CO-27,6768.06,78440,CA-5,21503,US-9,RE-1C,11634.2193,CO-7,33159.35,IT-F,51035,CO-C,64695.57949998866
8018,CO-24,5176.55,33599,CA-22,10163,US-28,RE-14,6829.8293,CO-C,57548.49,IT-1A,51201,CO-23,149629.23136569548
8019,CO-13,NA,52545,CA-24,5083,US-C,RE-C,12418.7127,CO-B,31124.91,IT-1B,43325,CO-1E,56283.93528252943
8020,CO-15,6505.26,48408,CA-F,21108,US-2A,RE-19,10151.8658,CO-3,44484.36,IT-15,1550,CO-10,100712.02920112647
8021,CO-E,NA,62806,CA-1E,18114,US-5,RE-6,6558.3946,CO-1,29399.29,IT-1B,11852,CO-B,67188.43977349065
8022,CO-14,5793.96,40964,CA-12,22474,US-1D,RE-14,8049.1921,CO-8,35535.61,IT-1C,19408,CO-10,81014.00718185857
8023,CO-7,NA,49441,CA-3,17637,US-1F,RE-7,13208.2355,CO-3,44998.52,IT-13,19747,CO-18,93901.14324280666
8024,CO-12,NA,39737,CA-4,12374,US-E,RE-17,15300.1537,CO-C,36048.71,IT-B,50433,CO-25,62889.03278256479
8025,CO-5,2505.12,25207,CA-14,19248,US-2,RE-12,10414.0919,CO-10,30781.28,IT-E,11485,CO-26,60045.039666475386
8026,CO-1B,4537.79,40460,CA-14,15302,US-16,RE-17,14631.7909,CO-D,35455.32,IT-1,14712,CO-25,61637.37264606392
8027,CO-11,3747.44,55480,CA-27,9349,US-19,RE-1A,14671.9657,CO-8,45719.58,IT-7,25180,CO-E,92015.69526244637
8028,CO-0,6796.1,43390,CA-3,20192,US-14,RE-14,16830.733,CO-10,37302.61,IT-14,37284,CO-19,61697.26326062221
8029,CO-10,907.68,37550,CA-11,18583,US-16,RE-A,15251.8242,CO-3,61508.2,IT-5,651,CO-7,135645.0765705044
8030,CO-0,1927.18,46282,CA-23,17398,US-20,RE-0,13782.387,CO-7,45339.32,IT-C,20652,CO-F,93282.61303189039
8031,CO-F,2755.33,45583,CA-14,12579,US-1C,RE-2,3695.0851,CO-0,53754.71,IT-19,32501,CO-20,147088.60559359094
8032,CO-12,NA,52007,CA-1E,23626,US-1E,RE-14,11704.6753,CO-B,40307.3,IT-1E,19049,CO-1C,84456.38363929387
8033,CO-1C,1592.94,52869,CA-10,14753,US-29,RE-0,16092.5908,CO-4,43255.22,IT-16,25967,CO-3,80752.48678674226
8034,CO-B,5055.4,65071,CA-5,18116,US-1E,RE-7,13975.3772,CO-E,46379.91,IT-6,48436,CO-7,96806.94053589724
8035,CO-29,NA,49083,CA-22,21841,US-24,RE-14,13989.7656,CO-9,42659.77,IT-15,37773,CO-1E,85465.37627702985
8036,CO-24,1182.92,24301,CA-1E,15866,US-21,RE-14,16214.5622,CO-F,42482.53,IT-0,24630,CO-19,78080.01223813317
8037,CO-18,1207.73,65465,CA-18,22745,US-21,RE-14,7787.0187,CO-10,48543.5,IT-1,29767,CO-27,120109.61418907327
8038,CO-C,1698.75,56023,CA-7,16713,US-F,RE-8,16064.2613,CO-B,58624.99,IT-19,29846,CO-24,126054.22968030897
8039,CO-18,3576.19,32517,CA-13,19570,US-29,RE-9,13551.439,CO-1,48383.3,IT-F,22979,CO-B,102955.50136506595
8040,CO-22,3853.74,62875,CA-14,14832,US-D,RE-D,17094.9267,CO-5,45574.8,IT-F,14840,CO-3,84182.65160991605
8041,CO-14,440.99,40584,CA-11,18209,US-24,RE-1D,13242.8599,CO-1,27884.3,IT-12,25146,CO-24,43819.050165000524
8042,CO-2A,3632.37,61262,CA-22,22461,US-13,RE-8,15576.8836,CO-A,41097.3,IT-15,7456,CO-27,75143.44568990161
8043,CO-18,3849.78,51771,CA-16,11074,US-29,RE-9,13795.215,CO-10,28542.08,IT-0,54665,CO-3,45247.53521377746
8044,CO-10,NA,55091,CA-1A,11894,US-1B,RE-3,18252.1487,CO-2,38388.28,IT-13,24302,CO-1F,60226.722090180534
8045,CO-6,101.66,50132,CA-11,17041,US-22,RE-10,11404.8813,CO-4,43689.47,IT-1,5796,CO-0,94829.3275695009
8046,CO-10,6029.38,63005,CA-22,18825,US-1D,RE-5,15629.2437,CO-6,47039.98,IT-D,34994,CO-7,93550.67771708756
8047,CO-E,789.59,45389,CA-A,16920,US-A,RE-1C,12227.1468,CO-4,42120.86,IT-4,12872,CO-1E,88067.99144060774
8048,CO-21,2015.81,41112,CA-12,18347,US-18,RE-C,14584.2339,CO-4,55905.6,IT-1A,11765,CO-18,121607.9506519542
8049,CO-7,5375.28,42590,CA-6,21718,US-1B,RE-1,10898.3738,CO-6,42473.72,IT-1D,22218,CO-11,93227.36253321476
8050,CO-1B,6544.32,42949,CA-B,12772,US-2B,RE-1A,12180.3972,CO-3,45044.97,IT-F,33187,CO-E,97435.64385307951
8051,CO-C,6391.01,33596,CA-24,24072,US-6,RE-2,15160.2174,CO-5,30293.39,IT-C,50163,CO-2,46398.32444083018
8052,CO-23,1883.69,53844,CA-14,19209,US-5,RE-D,NA,CO-F,31109.49,IT-14,29345,CO-7,61174.99364614005
8053,CO-A,2526.9,52471,CA-13,17672,US-5,RE-E,10699.8003,CO-D,34646.18,IT-8,32125,CO-24,71129.630433084
8054,CO-11,2689.31,32285,CA-14,20499,US-20,RE-11,14792.7973,CO-D,42343.99,IT-11,37945,CO-8,82272.19613213622
8055,CO-21,2921.32,38056,CA-9,19497,US-20,RE-1,15513.8419,CO-7,57812.66,IT-5,53142,CO-C,126199.81875997395
8056,CO-F,1567.29,45530,CA-D,15458,US-24,RE-6,13991.9234,CO-E,20890.49,IT-7,20948,CO-0,21019.526899022847
8057,CO-1C,3463.65,39622,CA-3,18140,US-2B,RE-14,15315.5849,CO-7,59230.11,IT-8,45439,CO-8,130597.06047393645
8058,CO-28,4172.36,46298,CA-26,22272,US-2B,RE-5,18266.9267,CO-6,49127.34,IT-19,49661,CO-1A,92888.3494531009
8059,CO-7,NA,29526,CA-12,20485,US-8,RE-15,14248.183,CO-8,48465.78,IT-1C,26523,CO-13,101331.8544022129
8060,CO-7,571.02,57501,CA-25,21474,US-20,RE-1C,10580.2761,CO-E,27140.35,IT-1B,18091,CO-11,49069.98892714301
8061,CO-16,6597.13,58646,CA-17,19838,US-17,RE-17,11002.9052,CO-4,45608.64,IT-9,42972,CO-1B,102721.06626178516
8062,CO-1B,4978.15,65393,CA-15,23672,US-1F,RE-C,15573.3402,CO-4,42706.84,IT-1E,48943,CO-15,81580.52939234144
8063,CO-1E,2992.44,43461,CA-13,14745,US-1B,RE-3,14222.1949,CO-0,48485.05,IT-1A,34687,CO-E,101767.75975970266
8064,CO-22,1592.83,45770,CA-B,15643,US-2B,RE-12,9695.5655,CO-6,78207.84,IT-19,27083,CO-7,201556.62520236478
8065,CO-25,2414.42,36837,CA-21,15419,US-22,RE-8,16061.9563,CO-9,33563.43,IT-1E,7551,CO-27,51648.65593353947
8066,CO-2D,410.01,58400,CA-2,15397,US-1A,RE-C,9609.4757,CO-2,48893.64,IT-1E,29427,CO-10,115925.08276957327
8067,CO-26,3268.47,43885,CA-12,19164,US-1A,RE-16,15931.753,CO-7,34133.25,IT-10,43228,CO-5,55201.24665154691
8068,CO-E,4844.71,18155,CA-8,23530,US-4,RE-1D,11662.0789,CO-0,40908.11,IT-16,6453,CO-11,85957.7193757039
8069,CO-21,1360.35,68596,CA-13,6681,US-15,RE-1,9941.8095,CO-5,51740.88,IT-5,31734,CO-A,123387.4727799879
8070,CO-E,6341.19,50016,CA-23,16880,US-18,RE-1D,16924.4326,CO-0,37451.97,IT-14,39667,CO-0,61976.04314062093
8071,CO-13,3944.4,29018,CA-1F,16164,US-11,RE-19,12001.0434,CO-B,39331.12,IT-E,37681,CO-2,81336.81383499796
8072,CO-8,5696.79,35296,CA-12,16437,US-2B,RE-0,17287.282,CO-6,52102.54,IT-5,50168,CO-27,104377.31425134861
8073,CO-5,NA,52698,CA-10,17977,US-1B,RE-F,15514.1996,CO-5,25191.92,IT-3,52919,CO-0,30564.090416513216
8074,CO-22,4162.24,61153,CA-23,19136,US-4,RE-1,15545.813,CO-9,54020.6,IT-9,43140,CO-F,114584.46619737349
8075,CO-12,4542.32,58471,CA-A,10809,US-13,RE-10,12619.8829,CO-F,25835.09,IT-14,46919,CO-26,40329.896093763375
8076,CO-18,5475.62,71215,CA-24,22653,US-21,RE-14,20103.2997,CO-3,59103.85,IT-19,28218,CO-5,115853.34303543567
8077,CO-A,2559.92,53993,CA-7,18138,US-19,RE-5,14110.1455,CO-9,50869.25,IT-11,22825,CO-18,108632.31019946806
8078,CO-0,3992.95,37916,CA-22,23983,US-11,RE-11,17824.0711,CO-1,53757.03,IT-1C,4951,CO-8,105593.89047248849
8079,CO-22,2122.67,61941,CA-8,17437,US-23,RE-9,14024.8784,CO-9,30308.69,IT-13,22812,CO-5,48603.75896677844
8080,CO-2F,3729.07,66418,CA-D,16804,US-B,RE-6,13619.0985,CO-E,31585.88,IT-D,46083,CO-26,54352.13514174194
8081,CO-4,1756.64,47053,CA-24,12647,US-12,RE-10,11456.9477,CO-4,47567.24,IT-E,28240,CO-D,106733.1296328025
8082,CO-B,89.1,63447,CA-C,15979,US-11,RE-10,16056.1214,CO-7,47525.13,IT-15,19946,CO-1E,93109.78740058951
8083,CO-2C,3421.05,64086,CA-10,24300,US-B,RE-17,15022.3859,CO-B,41054.48,IT-19,38191,CO-10,77852.5422285687
8084,CO-2F,NA,48308,CA-1E,14527,US-21,RE-5,15710.7106,CO-A,50261.73,IT-11,25214,CO-21,102357.9534285536
8085,CO-C,NA,33658,CA-1,16943,US-14,RE-C,10121.8603,CO-9,44584.31,IT-13,49889,CO-C,102385.74865408371
8086,CO-23,NA,54757,CA-17,23638,US-25,RE-16,18802.6868,CO-3,61959.19,IT-C,22414,CO-1B,127650.37001019227
8087,CO-1E,NA,37700,CA-14,18138,US-13,RE-1B,12368.3376,CO-E,46927.9,IT-5,12372,CO-18,101739.86159992416
8088,CO-2E,1041.56,25009,CA-24,19147,US-23,RE-3,8373.9365,CO-7,33078.33,IT-C,15400,CO-19,72781.43976605809
8089,CO-1C,2247.78,19931,CA-21,30494,US-15,RE-12,9758.7567,CO-6,31530.7,IT-B,43489,CO-14,64968.21362257568
8090,CO-12,686.82,61016,CA-27,21502,US-23,RE-1,12496.991,CO-D,27362.02,IT-6,46578,CO-8,45134.10336672072
8091,CO-16,5835.01,58689,CA-25,16536,US-24,RE-1C,13192.9655,CO-5,49009.34,IT-10,46215,CO-18,106631.42898206097
8092,CO-C,NA,44969,CA-1D,10681,US-3,RE-0,16791.2036,CO-10,62548.17,IT-B,8974,CO-19,134553.01606869735
8093,CO-24,199.23,49194,CA-26,20435,US-25,RE-1,6633.959,CO-F,59597.13,IT-16,48869,CO-A,156131.74535846716
8094,CO-27,3277.14,31546,CA-1B,16755,US-7,RE-3,11724.6921,CO-B,21173.2,IT-18,16166,CO-1E,28223.07494006087
8095,CO-8,451.47,63809,CA-27,18824,US-1B,RE-0,11141.3796,CO-C,68141.82,IT-19,11903,CO-25,167462.9489808508
8096,CO-0,2673.4,39474,CA-2,5964,US-4,RE-0,13473.177,CO-2,22956.96,IT-6,45961,CO-3,29461.50714369097
8097,CO-19,3204.86,46110,CA-7,14931,US-2B,RE-B,10239.2556,CO-E,29178.8,IT-1B,36054,CO-23,56520.26113339319
8098,CO-2A,2647.31,58068,CA-2,22371,US-4,RE-6,16367.0436,CO-B,52592.04,IT-3,18854,CO-6,107031.07265316475
8099,CO-7,1734.46,51618,CA-24,13527,US-2A,RE-B,18280.039,CO-D,47989.7,IT-13,24730,CO-24,88309.6037209361
8100,CO-C,2769.76,35761,CA-22,15923,US-10,RE-E,17853.232,CO-5,35458.53,IT-1C,28501,CO-12,52977.66787043994
8101,CO-12,6332.41,46928,CA-21,23365,US-25,RE-D,12487.6808,CO-8,55324.37,IT-16,21374,CO-11,126305.42262072189
8102,CO-12,4012.07,56394,CA-11,25395,US-1E,RE-1C,16220.1836,CO-3,59080.06,IT-18,16132,CO-19,126358.15678153155
8103,CO-18,4026.83,43484,CA-2,18470,US-B,RE-5,10111.2529,CO-4,50684.55,IT-5,53247,CO-25,120386.52621775729
8104,CO-29,NA,31886,CA-2,18404,US-6,RE-14,18521.6303,CO-6,31756.94,IT-0,35207,CO-1,40547.2226447928
8105,CO-23,NA,33422,CA-1A,18424,US-15,RE-C,11134.9296,CO-4,62289.98,IT-11,29411,CO-1F,150845.362958968
8106,CO-C,3076.71,35886,CA-B,21785,US-1D,RE-C,15383.3372,CO-1,34322.66,IT-7,52872,CO-19,57693.39974848827
8107,CO-2C,5323.01,46192,CA-1F,18893,US-D,RE-3,12370.2126,CO-3,40369.46,IT-1C,39844,CO-19,83406.83437143765
8108,CO-1F,1860.19,50456,CA-19,21636,US-1F,RE-3,11060.7473,CO-2,44894.83,IT-18,47944,CO-7,100607.11702716816
8109,CO-2F,NA,64469,CA-7,18747,US-9,RE-5,20810.2977,CO-E,44673.61,IT-16,14567,CO-27,70776.12869416772
8110,CO-11,2796.28,56577,CA-A,20092,US-0,RE-6,16706.8868,CO-E,38593.0,IT-D,52716,CO-3,66509.54735056561
8111,CO-10,585.12,38495,CA-26,16321,US-21,RE-B,10484.8456,CO-0,27186.13,IT-17,9340,CO-E,49236.961200680315
8112,CO-1B,2970.99,33644,CA-7,17441,US-29,RE-15,17899.497,CO-D,33152.62,IT-3,12123,CO-6,45311.29622709883
8113,CO-D,2565.47,60027,CA-23,29966,US-13,RE-16,15176.3065,CO-10,53653.25,IT-B,5347,CO-1E,113031.37285145266
8114,CO-11,4397.51,45767,CA-4,15944,US-4,RE-14,8082.4857,CO-7,47933.91,IT-4,51083,CO-21,117938.93192900505
8115,CO-1E,5918.58,58942,CA-A,19653,US-2A,RE-13,17739.9167,CO-3,41469.23,IT-9,28030,CO-C,70901.59260669193
8116,CO-A,5100.23,47749,CA-1F,25371,US-1E,RE-E,11815.0793,CO-8,32162.1,IT-5,16474,CO-3,60186.36186971974
8117,CO-28,2447.08,60670,CA-5,22530,US-E,RE-6,16007.6269,CO-8,33955.22,IT-4,38726,CO-21,54274.27787778305
8118,CO-C,NA,47793,CA-B,17196,US-1,RE-12,13413.3338,CO-9,48912.69,IT-9,719,CO-1C,104115.50972559919
8119,CO-2D,6769.07,47828,CA-26,28760,US-10,RE-16,8815.7724,CO-A,32462.85,IT-14,20300,CO-27,69819.72975816925
8120,CO-3,1713.42,44051,CA-C,15091,US-29,RE-17,15570.4873,CO-7,38543.71,IT-E,44726,CO-2,69207.77060016715
8121,CO-1A,3239.86,54990,CA-12,14921,US-11,RE-1A,14468.3161,CO-6,42030.99,IT-3,26815,CO-12,81848.28518678319
8122,CO-7,1819.11,46604,CA-18,22928,US-9,RE-5,9333.0534,CO-2,37379.88,IT-13,13063,CO-4,82562.6907737184
8123,CO-2D,4079.68,32294,CA-27,17207,US-3,RE-1C,14413.778,CO-8,19792.49,IT-12,5354,CO-21,15996.337317127412
8124,CO-2D,4856.26,48460,CA-D,18598,US-17,RE-12,NA,CO-8,43183.43,IT-1D,31189,CO-14,92958.30631937081
8125,CO-12,689.84,70624,CA-E,22954,US-1E,RE-1,13807.986,CO-10,40788.14,IT-1A,4412,CO-E,79271.6747835028
8126,CO-18,1124.27,47395,CA-0,16490,US-1E,RE-9,11995.7704,CO-3,59947.36,IT-7,52489,CO-24,142252.98487865244
8127,CO-E,6597.79,69498,CA-26,13196,US-2B,RE-2,14715.8619,CO-0,50404.93,IT-6,29454,CO-15,105792.74257791469
8128,CO-7,4818.11,68328,CA-4,20608,US-18,RE-B,15670.1998,CO-1,33891.21,IT-1,36266,CO-1B,54941.406127526556
8129,CO-1A,2877.1,43889,CA-5,15792,US-7,RE-17,13981.3177,CO-A,56633.92,IT-1C,21675,CO-25,125858.90928089841
8130,CO-19,4108.84,36037,CA-6,21636,US-12,RE-E,14199.9689,CO-D,33303.81,IT-7,44196,CO-14,57685.59154829176
8131,CO-19,3273.17,62676,CA-D,13810,US-E,RE-6,14424.309,CO-7,60134.9,IT-1E,38978,CO-20,135508.6388934047
8132,CO-24,NA,29232,CA-1E,23416,US-9,RE-2,7496.4648,CO-0,62859.72,IT-1C,23718,CO-21,162783.71101629606
8133,CO-4,6699.11,56492,CA-10,15452,US-14,RE-6,11217.3988,CO-3,32228.78,IT-F,16267,CO-11,62102.56284197036
8134,CO-1B,796.53,61950,CA-12,20916,US-12,RE-1,11674.3108,CO-10,49288.48,IT-1D,25785,CO-20,111079.7789885988
8135,CO-D,NA,37923,CA-25,10753,US-23,RE-1,5905.0738,CO-7,49697.56,IT-B,54293,CO-1F,129247.59260706918
8136,CO-6,1700.12,37533,CA-1F,18223,US-2B,RE-11,11982.0054,CO-1,43714.36,IT-1C,48043,CO-19,94565.59644799214
8137,CO-1,4024.58,35327,CA-7,15676,US-13,RE-17,15509.7916,CO-E,37050.49,IT-9,40212,CO-25,64818.74996333914
8138,CO-10,NA,53371,CA-8,26847,US-24,RE-5,11892.8702,CO-8,21886.03,IT-17,16283,CO-24,29826.39086066098
8139,CO-27,NA,35392,CA-E,17918,US-24,RE-1B,6254.2584,CO-5,46309.9,IT-D,14323,CO-20,117682.85939037665
8140,CO-1,NA,55871,CA-11,19156,US-13,RE-E,12757.6603,CO-3,44650.01,IT-E,20776,CO-22,94215.25792920217
8141,CO-29,1962.89,34995,CA-16,11860,US-17,RE-A,15067.3087,CO-0,53255.67,IT-D,12904,CO-7,112483.99001933816
8142,CO-1E,1765.91,49507,CA-13,17938,US-22,RE-1,20966.4489,CO-3,40986.07,IT-B,47290,CO-14,61329.41859760707
8143,CO-17,755.41,64616,CA-1D,15959,US-24,RE-15,16883.2325,CO-C,50835.96,IT-16,4463,CO-1F,99749.85435478225
8144,CO-23,NA,46571,CA-20,24434,US-C,RE-2,15018.0773,CO-5,58596.91,IT-18,48393,CO-B,129691.08148865186
8145,CO-D,4145.16,48305,CA-17,21359,US-1E,RE-0,15723.2326,CO-E,39990.24,IT-15,50936,CO-27,73279.19787219967
8146,CO-2F,NA,54154,CA-9,16827,US-2A,RE-5,13339.8592,CO-5,39839.28,IT-1C,15832,CO-7,78260.92809222576
8147,CO-7,5504.79,34566,CA-1C,17531,US-7,RE-C,11659.1574,CO-1,50576.16,IT-1A,28056,CO-22,114973.71841586071
8148,CO-0,NA,40440,CA-23,10825,US-19,RE-5,14095.7454,CO-0,49594.75,IT-1B,34572,CO-22,105375.00301387695
8149,CO-B,560.29,60349,CA-8,19906,US-16,RE-1C,20130.9456,CO-1,33885.43,IT-19,27413,CO-3,41798.0754013126
8150,CO-C,276.98,47003,CA-22,12418,US-17,RE-12,17439.7155,CO-F,53828.53,IT-3,32036,CO-1B,108165.5436254303
8151,CO-19,2894.31,55616,CA-23,7843,US-1E,RE-10,10663.9758,CO-6,41200.94,IT-1B,5177,CO-25,89687.49991658308
8152,CO-5,NA,34777,CA-4,20349,US-1B,RE-B,9756.5623,CO-B,34839.8,IT-5,44366,CO-10,74699.24443002489
8153,CO-13,4115.32,28121,CA-9,18084,US-25,RE-1C,15828.6433,CO-0,18515.52,IT-1D,4735,CO-23,8099.499679940306
8154,CO-25,3682.45,43216,CA-12,18685,US-1B,RE-F,10658.8291,CO-D,45324.07,IT-15,34734,CO-14,102622.61716665303
8155,CO-13,624.13,68089,CA-5,23157,US-0,RE-1A,14449.8674,CO-B,40490.25,IT-1E,50207,CO-12,78272.82823243544
8156,CO-20,2350.77,54795,CA-18,22045,US-5,RE-14,14575.8214,CO-A,37468.93,IT-B,1842,CO-23,67204.32235785497
8157,CO-28,NA,47399,CA-8,12454,US-7,RE-1,12956.6964,CO-4,50753.26,IT-17,38346,CO-0,112138.42254239695
8158,CO-1F,4197.05,28856,CA-11,17710,US-25,RE-5,11021.984,CO-E,57335.96,IT-A,36211,CO-B,136847.09289310218
8159,CO-2D,4705.77,67284,CA-2,20038,US-28,RE-17,9151.6482,CO-7,47736.32,IT-5,8785,CO-8,113347.00985115128
8160,CO-1C,4017.61,36784,CA-3,29349,US-13,RE-13,10873.1164,CO-B,38118.1,IT-3,5594,CO-2,80053.04096685734
8161,CO-2,NA,48511,CA-10,25505,US-17,RE-0,14285.3899,CO-C,42742.94,IT-B,7898,CO-D,83744.59689642297
8162,CO-19,2983.45,54820,CA-27,17228,US-1F,RE-1D,9901.7826,CO-F,50497.45,IT-C,34317,CO-E,119926.34649905296
8163,CO-1D,358.66,30562,CA-0,21150,US-1C,RE-5,15990.5967,CO-A,34917.0,IT-A,33352,CO-5,56909.00014617849
8164,CO-5,2035.39,30754,CA-B,18831,US-3,RE-19,13160.4664,CO-4,43212.08,IT-16,37482,CO-1A,89421.42791635948
8165,CO-16,NA,57662,CA-18,16331,US-E,RE-4,17978.9247,CO-9,33632.93,IT-19,31886,CO-6,47429.37729332284
8166,CO-2D,4874.99,48077,CA-1E,15401,US-1E,RE-B,13600.8419,CO-6,50653.02,IT-1B,40688,CO-23,110104.73935162857
8167,CO-2A,NA,65461,CA-23,19104,US-20,RE-8,15110.0345,CO-E,50506.33,IT-14,52457,CO-27,105883.43011094074
8168,CO-6,3367.22,72485,CA-1E,20034,US-14,RE-1D,18448.3603,CO-5,61440.41,IT-1B,28553,CO-27,127445.69247846822
8169,CO-20,746.93,49476,CA-17,19382,US-17,RE-9,16097.866,CO-E,33782.23,IT-11,42627,CO-14,53674.2756012567
8170,CO-14,2453.0,35811,CA-20,15748,US-1D,RE-10,15462.1879,CO-F,44721.55,IT-1C,23206,CO-1D,86744.16700821924
8171,CO-E,2014.29,20382,CA-D,11376,US-26,RE-7,11842.7189,CO-10,61017.08,IT-0,21247,CO-A,144840.16738149573
8172,CO-9,4925.93,66000,CA-7,10460,US-25,RE-2,14910.9625,CO-A,45205.68,IT-C,11664,CO-15,89292.70516330985
8173,CO-E,NA,44271,CA-11,15744,US-23,RE-A,9902.7394,CO-5,32687.32,IT-10,36028,CO-17,67759.60748840602
8174,CO-2E,6093.89,61757,CA-9,16806,US-E,RE-5,15190.1226,CO-C,74993.98,IT-7,43002,CO-1E,177064.6891934544
8175,CO-5,6165.47,46333,CA-1C,15534,US-19,RE-19,15083.835,CO-E,55006.26,IT-B,1374,CO-13,117111.67640476345
8176,CO-8,NA,75661,CA-C,19861,US-8,RE-18,13514.4637,CO-8,45229.22,IT-2,4337,CO-1F,93151.28387969255
8177,CO-2C,3717.64,41546,CA-11,18922,US-13,RE-13,15307.1464,CO-1,31183.11,IT-F,36890,CO-1A,48056.68026802498
8178,CO-26,2906.38,44168,CA-C,11763,US-21,RE-1C,11219.9837,CO-6,39999.97,IT-13,17584,CO-D,84912.52424554234
8179,CO-22,6724.22,34421,CA-0,16871,US-D,RE-4,11806.2508,CO-A,35420.13,IT-11,42893,CO-E,70587.78291310856
8180,CO-2B,5605.05,37221,CA-20,20119,US-10,RE-7,16998.5598,CO-8,21561.71,IT-2,3732,CO-F,13570.215242591932
8181,CO-28,1809.81,37940,CA-D,12648,US-2,RE-1B,18751.8958,CO-C,52102.56,IT-18,48379,CO-15,100186.01436605684
8182,CO-2C,NA,48476,CA-23,18105,US-15,RE-C,14720.3135,CO-10,46938.14,IT-5,29210,CO-19,95604.10402883987
8183,CO-16,2498.87,54626,CA-15,24416,US-1B,RE-4,19670.3197,CO-2,44771.95,IT-12,4454,CO-23,73839.2717903964
8184,CO-2E,4688.44,46828,CA-23,23877,US-24,RE-17,11521.06,CO-3,8974.96,IT-1C,27560,CO-B,-6599.252088312657
8185,CO-C,335.92,52928,CA-24,19690,US-26,RE-C,16108.196,CO-1,60500.12,IT-B,35710,CO-9,131670.53691039063
8186,CO-26,3049.45,39361,CA-27,20644,US-20,RE-E,12160.7714,CO-3,43256.14,IT-1A,5656,CO-1B,91360.46694305769
8187,CO-19,2090.14,41094,CA-8,21237,US-2A,RE-18,15038.038,CO-8,52316.46,IT-2,52795,CO-6,111401.14171102234
8188,CO-0,1367.91,47678,CA-22,22970,US-26,RE-12,16453.3399,CO-B,73693.4,IT-4,35976,CO-16,169382.59993130597
8189,CO-A,703.92,71431,CA-8,15393,US-25,RE-7,16772.0203,CO-0,31354.5,IT-16,24327,CO-7,43845.84914277015
8190,CO-7,NA,55049,CA-10,21216,US-1D,RE-1D,15494.0589,CO-2,63695.53,IT-9,34151,CO-13,142723.11402005533
8191,CO-16,6329.59,53574,CA-26,17777,US-15,RE-18,15574.08,CO-1,62540.46,IT-1C,23918,CO-26,138690.47430433604
8192,CO-19,NA,48541,CA-18,9236,US-24,RE-10,11236.5563,CO-A,43598.54,IT-17,1782,CO-18,94945.35967807761
8193,CO-2,3985.3,64128,CA-12,19475,US-0,RE-C,10250.2723,CO-B,46714.63,IT-13,21040,CO-1E,107488.40556873404
8194,CO-11,969.29,39292,CA-1C,31484,US-2A,RE-16,10051.8634,CO-E,47712.17,IT-1D,11191,CO-6,110717.35435264975
8195,CO-5,NA,51353,CA-B,15606,US-1A,RE-12,10064.8286,CO-2,52971.36,IT-1,53700,CO-6,127232.8764043823
8196,CO-1D,NA,39950,CA-F,18543,US-1F,RE-16,16493.0368,CO-7,15257.81,IT-12,51412,CO-21,-1354.2758255573283
8197,CO-3,2118.7,40190,CA-21,20837,US-1,RE-14,12884.3802,CO-E,39372.15,IT-12,40481,CO-5,79049.07859695949
8198,CO-1F,3662.51,42365,CA-1A,16967,US-12,RE-19,10724.2717,CO-2,50100.33,IT-1B,26847,CO-E,116214.60990905073
8199,CO-3,3671.78,44153,CA-14,14125,US-2A,RE-7,11217.123,CO-10,55222.55,IT-7,47036,CO-22,130418.87363667818
8200,CO-18,3452.96,49703,CA-16,22704,US-28,RE-16,11298.1148,CO-5,38819.96,IT-F,7362,CO-1D,80923.26801917749
8201,CO-14,6253.91,45381,CA-1E,8397,US-25,RE-11,10742.9452,CO-F,55762.86,IT-15,11747,CO-20,132333.5205439583
8202,CO-15,5412.65,64509,CA-C,20744,US-3,RE-13,9398.1868,CO-D,29425.4,IT-0,32464,CO-1B,59540.97293026327
8203,CO-1,4328.71,50220,CA-1,16453,US-27,RE-2,13352.2353,CO-8,18074.89,IT-D,33314,CO-18,15044.948564007282
