id,zip,bedrooms,bathrooms,garage,land,sqft,price
7841,60021,3,1,1,0.435,1690,342732
7842,60028,6,2,2,3.847,3438,719236
7843,60021,5,1,2,1.597,2681,556742
7844,60020,3,1,1,1.144,1702,350022
7845,60011,5,2,2,0.431,2867,596666
7846,60005,8,6,3,4.379,5197,1120533
7847,60041,2,1,0,2.149,1210,266208
7848,60035,5,1,2,2.426,2722,570372
7849,60044,5,1,2,1.621,2736,571670
7850,60019,4,1,1,0.547,2176,440525
7851,60027,9,5,3,2.611,5531,1171166
7852,60033,2,1,0,0.682,1190,264093
7853,60042,9,2,2,4.921,4892,1019894
7854,60027,2,1,0,3.145,1205,278636
7855,60044,5,1,2,4.998,2690,579355
7856,60000,9,2,3,3.441,4887,1012185
7857,60045,5,3,2,3.934,3137,668287
7858,60036,2,1,0,0.604,1199,269634
7859,60011,5,1,2,1.907,2706,571846
7860,60034,1,1,0,2.584,692,152233
7861,60016,5,3,2,1.868,3096,643735
7862,60041,5,1,2,3.416,2654,581343
7863,60040,8,6,2,2.458,5192,1076765
7864,60021,9,6,3,3.528,5719,1183997
7865,60016,8,5,2,2.965,4998,1029620
7866,60030,1,1,0,1.369,668,157207
7867,60043,5,3,2,1.728,3124,648740
7868,60001,4,2,1,3.987,2441,518691
7869,60044,5,2,2,0.447,2868,592200
7870,60030,6,4,2,1.172,3793,801222
7871,60036,9,5,3,1.362,5522,1168024
7872,60015,3,1,1,1.08,1670,347705
7873,60012,8,5,2,3.027,5004,1043944
7874,60000,5,2,2,0.458,2929,595670
7875,60028,3,1,1,2.136,1706,354281
7876,60036,1,1,0,2.565,749,189439
7877,60031,9,7,2,2.66,5875,1209455
7878,60020,3,1,1,3.307,1707,361837
7879,60015,8,5,3,2.028,4977,1033845
7880,60029,5,1,2,1.551,2741,585118
7881,60039,1,1,0,4.736,744,161724
7882,60024,9,5,3,0.786,5471,1154660
7883,60010,7,3,2,1.41,4073,838013
7884,60038,2,1,0,3.094,1244,257536
7885,60049,5,1,2,1.173,2683,566158
7886,60032,7,3,2,2.024,4132,846907
7887,60036,1,1,0,2.258,672,172504
7888,60049,8,4,2,4.887,4808,1009728
7889,60034,8,6,2,0.992,5206,1067073
7890,60005,7,3,2,0.96,4111,876238
7891,60011,9,5,2,1.814,5472,1124581
7892,60031,1,1,0,0.738,707,146245
7893,60030,5,2,2,4.353,2913,641127
7894,60049,7,3,2,4.206,4142,873123
7895,60021,9,4,3,1.527,5323,1094792
7896,60031,1,1,0,3.308,651,147895
7897,60017,4,1,1,2.582,2203,447604
7898,60048,4,1,1,4.123,2155,451742
7899,60004,4,2,1,2.141,2395,493254
7900,60008,5,3,2,2.349,3098,642416
7901,60010,4,2,1,1.84,2422,499963
7902,60042,1,1,0,0.598,678,135479
7903,60009,5,1,2,4.769,2672,564986
7904,60038,7,5,2,2.817,4483,923951
7905,60002,4,2,1,3.991,2437,528056
7906,60043,4,1,1,4.855,2246,478775
7907,60039,3,1,1,2.75,1702,353394
7908,60016,7,3,2,0.682,4141,846805
7909,60022,5,3,2,4.879,3150,698299
7910,60037,1,1,0,4.355,720,178077
7911,60032,3,1,1,3.664,1729,364507
7912,60003,1,1,0,2.731,673,142847
7913,60020,5,1,2,0.561,2698,556307
7914,60048,8,4,2,0.33,4818,975377
7915,60044,2,1,0,4.399,1232,264760
7916,60039,4,2,1,4.938,2450,513934
7917,60027,8,3,2,4.01,4652,992361
7918,60040,5,1,2,2.996,2745,590055
7919,60032,1,1,0,4.619,690,151482
7920,60014,9,4,2,3.715,5259,1095108
7921,60031,8,6,2,1.264,5185,1064475
7922,60030,4,2,1,1.063,2423,516677
7923,60040,5,2,2,0.671,2902,609830
7924,60049,5,3,2,0.75,3078,643043
7925,60001,7,5,2,3.742,4461,931466
7926,60033,2,1,0,2.833,1215,279848
7927,60012,2,1,0,2.261,1237,266714
7928,60047,8,4,2,2.174,4762,975884
7929,60002,8,4,3,1.332,4754,998161
7930,60043,9,7,2,4.931,5886,1217155
7931,60018,4,1,1,0.402,2234,469673
7932,60042,7,4,2,1.197,4307,884274
7933,60030,8,3,2,4.799,4591,978957
7934,60011,4,1,1,2.416,2226,468391
7935,60018,4,2,1,4.999,2439,533658
7936,60010,2,1,0,2.191,1150,237318
7937,60015,1,1,0,3.211,739,162160
7938,60037,9,7,3,1.463,5873,1224217
7939,60032,1,1,0,2.849,689,142432
7940,60024,6,2,2,4.853,3432,757195
7941,60018,5,3,2,4.277,3151,682448
7942,60048,1,1,0,0.489,694,131372
7943,60044,8,4,2,1.7,4799,984665
7944,60027,4,2,1,3.031,2418,530666
7945,60024,3,1,1,4.781,1702,400835
7946,60018,1,1,0,0.579,744,162558
7947,60033,5,2,2,0.315,2883,620858
7948,60017,4,1,1,0.888,2214,441334
7949,60036,6,4,2,3.498,3769,818104
7950,60022,5,3,2,1.829,3129,678849
7951,60032,5,3,2,2.592,3060,635347
7952,60033,5,1,2,2.554,2748,605053
7953,60013,2,1,0,3.786,1168,269306
7954,60037,8,6,2,0.399,5226,1079497
7955,60039,2,1,0,0.573,1207,233509
7956,60033,2,1,0,2.04,1205,273883
7957,60015,6,1,2,1.97,3157,659555
7958,60009,3,1,1,4.883,1708,362756
7959,60002,3,1,1,4.634,1684,380671
7960,60033,7,4,2,0.983,4280,903598
7961,60017,3,1,1,4.841,1700,358299
7962,60002,7,1,2,2.875,3730,791076
7963,60048,5,1,2,1.807,2746,568362
7964,60022,8,6,3,3.233,5224,1114869
7965,60027,4,1,1,4.009,2169,485756
7966,60015,2,1,0,4.296,1156,250985
7967,60001,2,1,0,2.384,1219,256276
7968,60043,2,1,0,0.737,1203,239585
7969,60035,3,1,1,1.975,1749,363517
7970,60015,6,3,2,0.892,3611,744965
7971,60013,2,1,0,3.773,1217,279041
7972,60025,7,1,2,4.375,3652,779845
7973,60003,4,1,1,4.668,2239,475732
7974,60042,5,1,2,1.467,2696,563424
7975,60028,6,3,2,2.025,3569,736326
7976,60043,5,2,2,2.831,2891,607655
7977,60025,6,4,2,4.059,3789,805665
7978,60017,6,2,2,1.487,3396,690729
7979,60044,2,1,0,4.321,1214,260770
7980,60031,8,5,3,1.44,5010,1040355
7981,60029,2,1,0,1.381,1202,256468
7982,60037,1,1,0,2.569,710,167147
7983,60036,9,2,2,3.429,4894,1042759
7984,60001,7,5,2,0.633,4471,917921
7985,60044,4,2,1,2.004,2404,497185
7986,60034,9,4,3,0.936,5303,1096193
7987,60007,1,1,0,2.973,658,136412
7988,60003,9,6,3,2.476,5715,1179972
7989,60001,7,5,2,2.989,4483,932101
7990,60003,5,2,2,2.038,2892,603182
7991,60032,8,4,2,4.427,4812,994922
7992,60042,2,1,0,1.697,1225,250374
7993,60042,5,2,2,1.869,2873,600834
7994,60036,4,2,1,3.164,2409,534434
7995,60015,4,2,1,0.478,2397,490095
7996,60046,8,4,2,1.264,4849,1022822
7997,60028,5,1,2,3.233,2707,569966
7998,60025,9,4,3,4.338,5283,1115860
7999,60027,6,1,2,3.376,3247,708191
8000,60025,7,5,2,2.452,4453,930430
8001,60043,1,1,0,1.677,740,151685
8002,60037,4,2,1,3.333,2408,520567
8003,60036,1,1,0,3.607,679,180649
8004,60028,1,1,0,2.92,715,150001
8005,60039,6,3,2,1.067,3585,731579
8006,60009,3,1,1,3.051,1665,344996
8007,60023,9,7,2,1.631,5949,1227764
8008,60015,2,1,0,0.302,1234,246615
8009,60022,4,2,1,3.921,2361,525709
8010,60015,2,1,0,1.696,1188,244385
8011,60045,5,3,2,3.014,3103,656887
8012,60020,6,3,2,3.165,3572,744127
8013,60042,9,4,2,1.914,5278,1082059
8014,60046,9,6,2,0.351,5656,1179657
8015,60034,7,3,2,3.507,4132,864848
8016,60019,4,1,1,0.39,2194,443340
8017,60040,3,1,1,2.568,1673,363515
8018,60000,1,1,0,1.839,654,127575
8019,60032,3,1,1,3.042,1655,346597
8020,60040,8,6,2,3.078,5156,1072665
8021,60006,7,3,2,3.776,4139,862374
8022,60019,9,7,2,0.537,5902,1195675
8023,60035,9,7,3,2.964,5894,1217462
8024,60006,3,1,1,4.87,1676,365244
8025,60032,5,1,2,2.794,2741,572557
8026,60020,2,1,0,4.855,1243,266777
8027,60000,2,1,0,0.741,1229,237085
8028,60010,7,3,2,1.013,4134,848228
8029,60013,8,5,3,0.976,5052,1062056
8030,60007,5,1,2,1.899,2702,559842
8031,60030,7,3,2,4.099,4084,874057
8032,60020,9,3,3,3.23,5112,1062452
8033,60004,1,1,0,1.516,699,140929
8034,60040,6,4,2,1.058,3844,800165
8035,60019,2,1,0,1.392,1203,240150
8036,60048,3,1,1,3.998,1747,369517
8037,60021,6,2,2,4.752,3425,721317
8038,60010,2,1,0,2.409,1196,247608
8039,60034,3,1,1,1.089,1724,361158
8040,60025,5,2,2,2.837,2921,625955
8041,60015,8,2,2,4.598,4364,914095
8042,60045,7,4,2,4.794,4346,914387
8043,60003,5,1,2,4.995,2714,582367
8044,60009,5,2,2,1.553,2916,597706
8045,60019,4,1,1,2.819,2226,461885
8046,60044,9,7,3,3.689,5875,1219810
8047,60024,6,1,2,2.59,3211,701680
8048,60009,6,3,2,2.965,3568,735166
8049,60025,8,4,2,2.784,4756,992690
8050,60003,6,4,2,3.097,3781,786277
8051,60002,2,1,0,3.293,1179,262966
8052,60005,3,1,1,2.422,1670,385348
8053,60017,2,1,0,0.541,1217,230199
8054,60006,7,4,2,3.462,4344,901804
8055,60043,2,1,0,0.379,1185,234195
8056,60035,8,2,2,4.588,4442,925182
8057,60005,5,3,2,0.973,3125,679103
8058,60000,7,2,2,0.488,3911,792220
8059,60023,3,1,1,3.892,1721,383469
8060,60011,3,1,1,1.605,1669,352936
8061,60038,5,3,2,1.174,3083,635736
8062,60029,8,5,2,1.511,4972,1031118
8063,60033,3,1,1,0.706,1651,366413
8064,60009,1,1,0,4.269,724,152886
8065,60022,6,3,2,4.026,3603,784634
8066,60028,1,1,0,4.635,652,145976
8067,60022,8,6,3,2.493,5181,1102569
8068,60012,3,1,1,2.073,1713,370974
8069,60022,7,2,2,1.8,3902,833304
8070,60036,1,1,0,3.45,695,183064
8071,60023,7,2,2,2.353,3945,830574
8072,60036,8,2,3,3.344,4398,953134
8073,60026,5,2,2,2.603,2867,599510
8074,60005,5,3,2,0.87,3099,673388
8075,60009,7,1,2,2.22,3742,766241
8076,60024,9,7,3,2.794,5900,1250500
8077,60018,8,5,3,0.342,5042,1050973
8078,60027,9,4,2,1.463,5286,1106426
8079,60027,4,2,1,2.773,2437,533176
8080,60027,4,1,1,0.3,2182,469811
8081,60021,1,1,0,3.676,701,151137
8082,60012,9,4,3,4.892,5253,1113069
8083,60025,5,3,2,1.514,3090,653140
8084,60002,6,2,2,4.277,3356,723286
8085,60024,9,5,2,1.925,5539,1163955
8086,60015,4,1,1,1.478,2204,456495
8087,60039,1,1,0,4.509,652,142189
8088,60041,9,7,2,0.277,5923,1219448
8089,60016,3,1,1,2.422,1736,364505
8090,60027,3,1,1,1.541,1655,370616
8091,60031,3,1,1,4.157,1738,379540
8092,60048,9,3,3,0.941,5149,1054632
8093,60042,5,2,2,1.026,2853,592619
8094,60008,8,3,3,2.934,4585,952741
8095,60046,6,2,2,1.981,3404,737407
8096,60042,2,1,0,1.744,1238,253209
8097,60022,1,1,0,1.785,731,179029
8098,60003,9,5,3,0.54,5459,1119092
8099,60020,8,5,3,2.32,4956,1026702
8100,60049,6,2,2,0.452,3398,705553
8101,60041,2,1,0,4.507,1231,282198
8102,60001,1,1,0,4.622,678,159266
8103,60007,4,1,1,4.764,2188,461367
8104,60021,3,1,1,3.718,1728,366747
8105,60016,9,3,2,1.964,5099,1044815
8106,60042,9,2,3,3.831,4917,1029444
8107,60049,1,1,0,2.081,657,145498
8108,60038,4,2,1,4.582,2405,507176
8109,60025,4,2,1,2.261,2362,501275
8110,60037,2,1,0,0.611,1160,247357
8111,60014,4,1,1,2.172,2226,470793
8112,60012,8,4,2,0.49,4769,984259
8113,60009,8,4,2,2.877,4799,980926
8114,60047,4,2,1,0.3,2440,492114
8115,60013,7,3,2,3.813,4148,885441
8116,60004,6,3,2,0.784,3604,738269
8117,60016,9,7,2,4.976,5943,1228675
8118,60030,1,1,0,1.617,660,156847
8119,60017,3,1,1,3.573,1699,351759
8120,60007,9,4,3,4.862,5255,1095257
8121,60041,6,3,2,2.858,3651,777953
8122,60015,9,3,2,0.836,5143,1051085
8123,60028,1,1,0,3.522,671,144211
8124,60035,4,2,1,2.63,2365,489992
8125,60012,1,1,0,4.805,668,165634
8126,60017,9,4,3,1.467,5327,1086829
8127,60043,6,4,2,1.664,3794,782420
8128,60001,1,1,0,0.668,677,139296
8129,60014,4,1,1,0.485,2216,460358
8130,60016,4,2,1,2.519,2426,502990
8131,60040,2,1,0,0.971,1162,243330
8132,60019,8,4,3,0.252,4764,976650
8133,60032,1,1,0,4.608,724,158227
8134,60044,5,1,2,3.473,2685,570730
8135,60031,8,4,2,2.355,4824,997730
8136,60040,8,4,3,4.548,4790,1016815
8137,60005,2,1,0,2.564,1166,275258
8138,60048,7,4,2,1.261,4274,871232
8139,60001,1,1,0,4.87,655,155906
8140,60029,6,1,2,1.807,3201,678398
8141,60041,5,2,2,0.588,2942,624803
8142,60013,3,1,1,2.059,1727,382471
8143,60049,4,1,1,3.079,2168,462688
8144,60006,3,1,1,4.163,1733,373109
8145,60007,5,2,2,4.911,2946,623702
8146,60049,4,1,1,2.727,2233,473928
8147,60003,3,1,1,2.981,1718,363097
8148,60015,9,2,2,3.151,4910,1016060
8149,60023,5,1,2,2.563,2654,573424
8150,60038,8,4,2,2.939,4783,984561
8151,60032,6,4,2,2.597,3792,781772
8152,60031,2,1,0,2.79,1171,249305
8153,60009,2,1,0,3.054,1228,247611
8154,60006,3,1,1,4.317,1750,377279
8155,60035,4,2,1,2.339,2393,494137
8156,60029,6,1,2,3.216,3203,685843
8157,60005,2,1,0,4.068,1155,280578
8158,60041,3,1,1,4.996,1710,390443
8159,60038,6,3,2,0.847,3633,744101
8160,60010,5,3,2,1.004,3070,635383
8161,60039,7,3,2,0.586,4113,834774
8162,60007,4,1,1,0.979,2200,444842
8163,60033,7,4,2,4.885,4325,932108
8164,60026,3,1,1,4.788,1658,358635
8165,60036,6,4,2,1.604,3793,813434
8166,60046,9,4,2,1.052,5341,1120162
8167,60045,1,1,0,3.963,690,159032
8168,60028,9,5,3,2.166,5551,1143431
8169,60039,1,1,0,4.818,709,155134
8170,60036,2,1,0,4.438,1229,294804
8171,60026,7,2,2,2.967,3934,814730
8172,60031,4,1,1,2.163,2210,463970
8173,60014,9,7,3,3.633,5925,1237898
8174,60013,2,1,0,4.264,1163,270696
8175,60044,9,7,3,3.747,5858,1216700
8176,60008,8,2,2,0.317,4447,902056
8177,60034,1,1,0,4.784,708,166433
8178,60037,3,1,1,2.36,1658,365702
8179,60007,3,1,1,1.731,1747,358002
8180,60032,7,3,2,3.889,4065,842832
8181,60040,7,3,2,4.336,4058,859355
8182,60018,9,2,3,4.357,4861,1034848
8183,60039,6,4,2,2.596,3794,781024
8184,60033,6,1,2,1.656,3191,689163
8185,60042,9,2,3,3.538,4893,1023179
8186,60046,5,2,2,4.631,2858,641457
8187,60014,9,7,3,4.756,5865,1231513
8188,60037,2,1,0,0.365,1242,262527
8189,60034,1,1,0,2.458,745,162203
8190,60014,3,1,1,1.432,1734,368693
8191,60004,3,1,1,2.48,1674,350749
8192,60023,6,2,2,2.773,3436,730874
8193,60043,6,1,2,2.187,3186,663435
8194,60036,1,1,0,4.459,706,190309
8195,60023,9,7,2,0.97,5885,1211659
8196,60032,7,5,2,4.269,4478,927332
8197,60036,7,4,2,1.018,4302,912304
8198,60019,3,1,1,1.813,1701,351855
8199,60041,8,5,2,3.979,4965,1046358
8200,60044,8,4,3,1.277,4791,990950
8201,60002,2,1,0,2.448,1225,267941
8202,60006,3,1,1,0.821,1657,341199
8203,60009,9,7,3,1.139,5880,1198436
8204,60046,3,1,1,3.412,1698,393362
8205,60001,6,4,2,1.066,3775,780886
8206,60025,2,1,0,4.235,1193,267345
8207,60002,3,1,1,4.642,1736,391111
8208,60043,9,2,2,0.698,4871,992990
8209,60032,9,5,3,4.445,5467,1136012
8210,60045,3,1,1,0.408,1714,356057
8211,60018,2,1,0,0.61,1228,259513
8212,60009,1,1,0,4.693,722,154606
8213,60035,1,1,0,1.069,747,148587
8214,60037,3,1,1,4.352,1717,387462
8215,60047,1,1,0,2.201,723,148219
8216,60022,9,3,2,1.758,5071,1066894
8217,60036,5,2,2,0.984,2890,629734
8218,60047,5,3,2,0.779,3064,629309
8219,60048,8,6,2,1.399,5215,1060122
8220,60028,8,4,3,2.132,4847,1002461
8221,60022,6,1,2,1.787,3204,693639
8222,60034,1,1,0,1.556,697,148093
8223,60003,6,3,2,1.596,3639,750372
8224,60000,4,1,1,0.297,2224,443865
8225,60007,6,2,2,0.332,3373,686207
8226,60039,1,1,0,2.626,713,144974
8227,60017,2,1,0,4.109,1213,247239
8228,60028,3,1,1,2.045,1659,344426
8229,60048,8,4,2,3.178,4826,991217
8230,60027,5,3,2,2.657,3064,667996
8231,60030,5,3,2,1.888,3090,664202
8232,60013,7,1,2,0.675,3674,774951
8233,60029,6,1,2,1.457,3191,674648
8234,60032,3,1,1,0.594,1721,347557
8235,60020,2,1,0,1.898,1183,239992
8236,60001,9,7,3,3.565,5915,1231381
8237,60034,8,2,3,1.734,4390,917583
8238,60048,4,1,1,1.798,2178,444717
8239,60018,9,6,2,2.504,5656,1174583
8240,60045,8,2,3,0.604,4416,917437
8241,60024,6,4,2,3.835,3824,830505
8242,60035,1,1,0,3.624,686,149162
8243,60038,2,1,0,3.562,1189,248876
8244,60006,5,2,2,4.485,2873,612719
8245,60002,8,2,2,3.82,4435,936801
8246,60023,5,3,2,0.277,3142,659594
8247,60023,1,1,0,3.647,709,169844
8248,60007,4,2,1,0.561,2370,476752
8249,60014,3,1,1,3.652,1750,382993
8250,60004,6,2,2,2.738,3367,700639
8251,60041,9,7,3,0.87,5854,1218613
8252,60025,6,1,2,2.67,3174,675720
8253,60028,8,3,3,2.807,4598,956036
8254,60015,8,2,3,3.107,4369,917640
8255,60017,3,1,1,3.77,1660,344944
8256,60005,2,1,0,3.933,1198,288503
8257,60024,8,6,2,0.694,5161,1082200
8258,60010,6,2,2,1.086,3360,693793
8259,60021,9,7,2,3.675,5868,1204532
8260,60001,9,4,3,3.187,5334,1113291
8261,60005,2,1,0,4.929,1161,286083
8262,60032,3,1,1,4.73,1657,355437
8263,60021,1,1,0,0.69,667,129407
8264,60007,2,1,0,1.036,1242,243527
8265,60011,4,1,1,1.037,2166,449496
8266,60019,2,1,0,3.568,1171,244630
8267,60035,2,1,0,3.492,1247,260702
8268,60035,6,3,2,4.027,3552,744377
8269,60042,5,3,2,3.237,3082,649474
8270,60038,2,1,0,4.997,1156,249451
8271,60013,5,3,2,3.812,3126,681036
8272,60019,6,2,2,4.792,3444,725350
8273,60024,7,3,2,4.021,4084,883435
8274,60027,3,1,1,2.723,1731,391726
8275,60016,3,1,1,2.892,1743,368255
8276,60046,7,3,2,2.101,4109,879007
8277,60009,3,1,1,4.954,1696,360711
8278,60018,7,2,2,0.857,3920,819148
8279,60021,4,1,1,2.711,2158,447712
8280,60010,5,3,2,2.18,3143,655863
8281,60040,3,1,1,0.803,1696,359290
8282,60048,5,2,2,2.344,2939,609647
8283,60048,6,1,2,3.985,3198,669652
8284,60027,1,1,0,1.4,652,159311
8285,60004,8,6,3,2.714,5248,1086719
8286,60049,9,5,3,1.729,5485,1139338
8287,60003,7,2,2,4.439,3902,817187
8288,60000,7,5,2,0.971,4492,910835
8289,60003,2,1,0,4.72,1154,248992
8290,60022,2,1,0,2.136,1180,270584
8291,60040,8,5,3,2.567,4980,1044910
8292,60011,1,1,0,2.708,672,149051
8293,60036,6,2,2,0.65,3357,721464
8294,60025,5,1,2,1.865,2729,582695
8295,60020,8,2,2,3.24,4383,906702
8296,60006,1,1,0,3.87,708,156644
8297,60000,1,1,0,2.734,698,140850
8298,60009,7,4,2,2.887,4292,879576
8299,60015,5,2,2,0.509,2912,603250
8300,60021,5,3,2,4.213,3120,657622
8301,60026,7,5,2,0.43,4489,913045
8302,60049,8,6,2,2.496,5212,1078573
8303,60008,2,1,0,1.035,1186,233446
8304,60023,1,1,0,0.466,695,151139
8305,60038,3,1,1,3.206,1671,353496
8306,60026,5,2,2,3.532,2940,618755
8307,60014,3,1,1,1.867,1734,370868
8308,60010,1,1,0,0.376,742,146643
8309,60019,4,2,1,3.238,2407,500180
8310,60032,2,1,0,0.603,1163,226002
8311,60016,7,2,2,4.97,3887,817445
8312,60007,9,2,2,1.964,4874,994567
8313,60042,8,5,2,1.855,4965,1019164
8314,60032,2,1,0,2.28,1237,249187
8315,60033,8,3,3,1.663,4565,973998
8316,60046,6,3,2,1.707,3601,775437
8317,60040,8,3,3,3.755,4646,984050
8318,60011,7,5,2,3.704,4463,932231
8319,60024,4,1,1,2.063,2178,482445
8320,60034,6,1,2,4.332,3246,691773
8321,60006,8,5,3,4.235,5033,1053469
8322,60020,2,1,0,4.93,1236,265752
8323,60045,5,3,2,0.862,3061,637727
8324,60015,7,1,2,1.47,3739,773455
8325,60030,3,1,1,4.442,1684,385772
8326,60047,1,1,0,2.331,670,138269
8327,60031,5,3,2,3.308,3140,665695
8328,60014,9,7,2,2.076,5921,1219313
8329,60025,6,3,2,2.539,3620,764265
8330,60034,7,3,2,4.683,4134,871128
8331,60012,3,1,1,0.883,1658,354024
8332,60042,6,1,2,0.433,3251,669254
8333,60047,8,6,3,4.057,5216,1086099
8334,60016,1,1,0,4.051,697,154850
8335,60039,3,1,1,4.586,1694,360974
8336,60013,4,1,1,1.537,2177,469861
8337,60017,2,1,0,0.568,1158,218534
8338,60019,7,5,2,0.78,4507,917890
8339,60008,1,1,0,0.889,707,136916
8340,60043,6,3,2,2.465,3585,744625
8341,60041,9,3,2,0.883,5095,1056878
8342,60019,5,2,2,3.886,2896,611220
8343,60045,5,2,2,4.874,2916,628787
8344,60026,7,5,2,3.89,4468,926145
8345,60033,8,3,2,1.893,4639,979948
8346,60015,6,1,2,3.009,3249,683150
8347,60017,1,1,0,4.39,742,154444
8348,60039,3,1,1,1.285,1730,351669
8349,60009,1,1,0,3.484,693,142761
8350,60023,8,2,2,2.238,4401,921199
8351,60022,5,1,2,4.061,2682,600609
8352,60043,5,2,2,4.283,2853,607315
8353,60000,3,1,1,0.446,1690,337810
8354,60017,3,1,1,1.604,1736,349314
8355,60028,2,1,0,0.411,1191,232656
8356,60008,5,2,2,1.538,2892,597161
8357,60004,9,4,3,1.043,5333,1095364
8358,60033,8,4,2,4.468,4814,1027823
8359,60042,1,1,0,4.064,747,166609
8360,60026,9,7,2,1.67,5858,1193045
8361,60003,5,1,2,3.298,2710,573082
8362,60007,9,7,2,2.203,5910,1202962
8363,60025,5,2,2,4.221,2878,624275
8364,60038,7,4,2,3.752,4297,891426
8365,60011,3,1,1,2.179,1726,367206
8366,60002,7,1,2,4.903,3660,787216
8367,60012,3,1,1,3.528,1683,372249
8368,60042,6,1,2,3.167,3237,680124
8369,60009,8,3,2,4.225,4640,955866
8370,60020,5,1,2,3.068,2711,571442
8371,60014,5,3,2,0.372,3088,644193
8372,60012,9,4,2,1.838,5335,1104199
8373,60015,2,1,0,3.531,1170,249960
8374,60040,2,1,0,1.48,1161,245675
8375,60044,2,1,0,1.014,1191,239635
8376,60003,8,2,2,3.458,4361,904082
8377,60018,8,3,2,3.056,4626,971343
8378,60046,5,1,2,0.749,2714,593247
8379,60040,7,3,2,0.925,4139,858500
8380,60003,6,2,2,3.245,3360,702817
8381,60029,9,3,2,0.476,5130,1057543
8382,60045,2,1,0,1.352,1233,254577
8383,60014,7,2,2,3.874,3939,831903
8384,60002,8,6,3,3.616,5207,1100181
8385,60003,6,1,2,2.513,3207,668557
8386,60011,6,2,2,3.51,3359,710461
8387,60004,4,2,1,1.714,2365,485119
8388,60041,2,1,0,1.767,1240,270298
8389,60014,6,1,2,4.875,3184,685908
8390,60001,3,1,1,3.724,1664,361976
8391,60035,8,4,2,4.711,4846,1006597
8392,60011,8,6,2,0.445,5184,1060136
8393,60025,1,1,0,3.344,737,171690
8394,60005,9,4,3,4.472,5344,1150398
8395,60023,6,4,2,1.84,3788,796609
8396,60017,4,1,1,4.999,2161,451289
8397,60045,4,2,1,2.226,2405,503347
8398,60033,9,5,3,3.661,5484,1167788
8399,60005,5,1,2,2.377,2720,605123
8400,60021,1,1,0,3.562,734,157167
8401,60017,6,4,2,0.269,3788,763039
8402,60000,7,1,2,0.903,3664,744895
8403,60020,4,2,1,2.894,2408,499972
8404,60012,3,1,1,0.455,1732,366684
8405,60033,7,1,2,1.256,3682,785363
8406,60021,6,4,2,3.833,3762,784122
8407,60010,9,6,2,2.004,5673,1160983
8408,60049,9,7,2,4.547,5863,1219028
8409,60048,5,1,2,1.429,2750,567272
8410,60001,5,2,2,3.8,2925,624556
8411,60038,6,3,2,4.906,3618,761396
8412,60036,8,4,3,0.771,4788,1018269
8413,60024,8,4,3,2.777,4753,1021015
8414,60004,1,1,0,1.798,718,146139
8415,60039,2,1,0,4.96,1180,250044
8416,60018,7,3,2,0.457,4072,847548
8417,60004,2,1,0,0.68,1157,228349
8418,60032,7,3,2,4.02,4147,859887
8419,60046,3,1,1,2.223,1674,382617
8420,60034,6,2,2,1.882,3371,704523
8421,60006,3,1,1,4.759,1705,370489
8422,60011,8,5,2,3.558,4957,1030301
8423,60022,5,1,2,2.182,2708,596414
8424,60009,6,4,2,0.937,3774,766226
8425,60005,7,2,2,2.404,3854,832058
8426,60004,3,1,1,2.479,1720,359944
8427,60035,5,1,2,2.16,2662,557042
8428,60048,6,4,2,4.525,3773,787352
8429,60048,2,1,0,3.46,1196,246627
8430,60017,4,1,1,1.844,2188,440914
8431,60004,5,2,2,4.135,2919,618024
8432,60023,2,1,0,3.315,1243,274984
8433,60034,4,2,1,4.441,2441,521318
8434,60045,5,3,2,4.46,3107,664917
8435,60047,9,5,2,1.135,5518,1121889
8436,60028,9,2,3,2.247,4902,1014036
8437,60023,4,1,1,2.744,2228,479129
8438,60022,2,1,0,3.285,1181,276529
8439,60012,9,4,3,4.748,5268,1115349
8440,60013,4,2,1,1.145,2388,510101
8441,60031,5,3,2,3.983,3078,656670
8442,60024,4,2,1,0.327,2386,515365
8443,60039,7,5,2,2.177,4523,924729
8444,60005,9,2,3,0.622,4863,1034948
8445,60004,4,1,1,0.397,2227,450934
8446,60044,5,3,2,4.106,3082,653295
8447,60035,2,1,0,3.137,1218,253127
8448,60000,8,6,2,4.587,5164,1063315
8449,60031,7,4,2,3.932,4330,906815
8450,60048,1,1,0,2.92,738,152327
8451,60035,8,4,2,3.198,4839,997632
8452,60036,4,1,1,4.482,2151,489424
8453,60006,8,5,2,2.752,5030,1035454
8454,60043,3,1,1,1.752,1695,353060
8455,60004,3,1,1,0.471,1724,350704
8456,60040,3,1,1,1.629,1698,363820
8457,60013,1,1,0,3.882,723,180786
8458,60021,1,1,0,4.294,687,151427
8459,60028,1,1,0,1.943,671,136316
8460,60042,7,5,2,0.899,4455,912384
8461,60020,9,4,2,3.172,5332,1096162
8462,60043,9,3,2,4.391,5084,1054055
8463,60001,4,1,1,1.082,2245,464966
8464,60031,3,1,1,0.74,1722,359255
8465,60009,5,1,2,1.2,2658,544341
8466,60042,3,1,1,1.16,1708,354289
8467,60003,1,1,0,0.68,736,145192
8468,60027,7,2,2,1.871,3876,826466
8469,60003,1,1,0,2.628,725,152732
8470,60027,6,1,2,3.451,3164,691966
8471,60002,2,1,0,3.071,1163,258656
8472,60017,5,2,2,2.836,2876,593474
8473,60029,8,6,2,0.877,5237,1080948
