id,height,width,depth,shape,quality,cost
8252,33,11,48,ellipsoid,16,70.69
8253,17,41,63,ellipsoid,78,46.66
8254,18,8,55,ellipsoid,63,14.15
8255,57,32,54,box,40,726.9
8256,54,97,23,box,74,385.27
8257,91,44,64,cylinder,52,1188.25
8258,32,23,92,cylinder,92,52.32
8259,36,78,76,ellipsoid,10,927.72
8260,97,4,95,ellipsoid,97,5.34
8261,31,19,42,box,19,246.46
8262,6,76,96,box,63,199.22
8263,61,43,66,ellipsoid,35,543.52
8264,99,60,30,cylinder,6,1618.19
8265,97,63,32,box,94,144.31
8266,30,27,7,box,80,13.94
8267,92,68,36,ellipsoid,98,21.75
8268,75,58,72,ellipsoid,4,1452.3
8269,85,81,5,box,34,279.46
8270,58,5,65,cylinder,55,81.94
8271,14,85,62,box,92,72.59
8272,62,89,33,cylinder,11,1565.59
8273,71,10,21,ellipsoid,49,36.72
8274,10,83,76,ellipsoid,94,18.28
8275,29,89,51,cylinder,4,1220.74
8276,26,93,54,ellipsoid,70,189.2
8277,52,35,58,cylinder,2,999.35
8278,52,61,49,box,18,1567.64
8279,89,22,68,box,50,818.83
8280,40,77,82,box,82,559.16
8281,53,20,57,ellipsoid,63,107.98
8282,1,40,76,box,4,35.89
8283,32,14,82,cylinder,64,127.75
8284,60,69,34,box,75,432.83
8285,16,55,61,cylinder,58,217.79
8286,45,32,14,cylinder,22,151.9
8287,41,54,92,cylinder,65,688.69
8288,6,37,24,cylinder,37,32.42
8289,6,97,26,cylinder,34,96.47
8290,13,64,27,cylinder,66,73.78
8291,51,8,1,cylinder,12,3.46
8292,2,29,42,cylinder,65,8.23
8293,91,12,33,ellipsoid,23,134.02
8294,90,29,56,box,76,431.46
8295,14,44,91,ellipsoid,51,132.67
8296,79,84,6,cylinder,69,119.23
8297,59,24,51,box,77,204.29
8298,97,27,94,box,11,2694.99
8299,5,55,49,ellipsoid,30,45.56
8300,71,25,26,cylinder,59,182.78
8301,78,27,78,cylinder,4,1523.41
8302,78,15,50,ellipsoid,74,73.46
8303,65,97,63,box,50,2442.87
8304,15,44,43,ellipsoid,31,94.58
8305,36,12,43,box,71,66.26
8306,69,31,48,box,19,1022.92
8307,70,82,40,cylinder,83,377.06
8308,23,88,17,ellipsoid,81,31.57
8309,37,59,84,box,88,270.65
8310,79,67,11,cylinder,53,264.35
8311,50,30,94,ellipsoid,67,224.74
8312,2,38,57,cylinder,9,38.08
8313,71,24,74,box,64,558.35
8314,77,42,6,ellipsoid,14,80.6
8315,15,91,41,box,26,509.39
8316,76,42,43,box,67,557.12
8317,51,77,33,ellipsoid,10,563.35
8318,44,38,89,box,52,878.56
8319,92,24,37,ellipsoid,68,126.27
8320,19,22,60,ellipsoid,37,76.31
8321,74,4,91,ellipsoid,10,117.09
8322,45,13,60,ellipsoid,38,105.11
8323,78,97,27,box,78,552.78
8324,4,25,68,box,37,52.69
8325,63,71,57,cylinder,45,1354.66
8326,28,38,17,box,33,149.06
8327,63,70,62,ellipsoid,78,290.54
8328,33,76,24,box,67,244.31
8329,75,4,22,cylinder,10,57.38
8330,92,38,68,box,34,1929.87
8331,8,47,18,cylinder,41,38.57
8332,93,91,56,cylinder,46,2472.29
8333,13,79,48,cylinder,59,195.24
8334,66,14,2,box,2,22.27
8335,69,48,11,cylinder,14,302.67
8336,17,65,3,ellipsoid,28,11.52
8337,5,52,49,box,28,112.82
8338,54,53,70,cylinder,70,580.6
8339,43,21,1,box,37,6.99
8340,19,81,49,ellipsoid,22,284.11
8341,11,69,96,ellipsoid,82,63.35
8342,99,38,99,box,61,1786.58
8343,18,37,85,box,32,473.48
8344,15,69,39,ellipsoid,43,111.13
8345,46,21,8,ellipsoid,28,26.87
8346,47,91,47,cylinder,2,1903.08
8347,1,16,88,box,86,2.42
8348,32,40,77,box,66,412.17
8349,26,40,60,box,84,122.8
8350,60,94,26,cylinder,31,977.45
8351,90,38,35,ellipsoid,53,271.74
8352,53,76,58,box,58,1206.9
8353,14,82,69,box,78,214.34
8354,27,64,39,box,55,373.01
8355,83,77,64,ellipsoid,78,434.64
8356,46,79,86,box,51,1883.58
8357,78,84,26,cylinder,12,1448.18
8358,98,99,33,box,38,2441.58
8359,64,70,36,cylinder,49,794.59
8360,6,71,30,box,38,97.46
8361,51,31,23,cylinder,28,252.92
8362,21,31,63,cylinder,25,297.15
8363,25,8,48,cylinder,58,38.95
8364,97,53,58,ellipsoid,72,403.27
8365,59,47,24,box,86,114.6
8366,66,51,94,box,70,1167.53
8367,89,51,5,cylinder,69,67.96
8368,27,14,75,box,16,292.91
8369,4,45,98,ellipsoid,63,31.52
8370,50,65,37,box,37,931.81
8371,46,18,58,cylinder,55,208.76
8372,74,66,23,box,97,41.45
8373,16,29,80,ellipsoid,83,30.48
8374,85,52,10,box,24,413.18
8375,49,86,93,ellipsoid,26,1400.79
8376,71,85,16,cylinder,67,307.82
8377,31,73,80,ellipsoid,56,384.76
8378,82,49,85,cylinder,85,494.89
8379,9,43,91,ellipsoid,32,115.67
8380,42,56,13,ellipsoid,39,90.08
8381,35,39,35,cylinder,39,281.53
8382,70,46,30,ellipsoid,45,256.62
8383,4,75,39,cylinder,68,36.16
8384,16,70,85,cylinder,69,285.09
8385,71,25,25,ellipsoid,31,147.89
8386,31,86,95,cylinder,54,1125.47
8387,50,74,69,box,17,2606.35
8388,49,78,78,cylinder,97,86.39
8389,21,6,59,box,2,89.6
8390,37,5,99,box,78,49.56
8391,69,34,45,ellipsoid,70,152.97
8392,68,98,69,box,22,4411.47
8393,61,14,76,cylinder,72,175.55
8394,44,13,68,box,26,354.03
8395,63,41,77,box,37,1541.2
8396,74,34,87,ellipsoid,17,877.55
8397,57,80,93,box,93,365.13
8398,79,77,19,ellipsoid,6,524.76
8399,74,42,97,ellipsoid,24,1106.7
8400,42,89,42,box,63,714.48
8401,28,13,64,ellipsoid,84,18
8402,56,25,34,box,55,263.46
8403,24,27,40,ellipsoid,21,98.9
8404,64,72,17,ellipsoid,62,143.78
8405,13,82,1,cylinder,76,2.47
8406,26,83,9,ellipsoid,69,29.08
8407,57,51,21,box,1,743.36
8408,88,48,22,cylinder,62,341.13
8409,18,26,71,cylinder,48,166.91
8410,7,78,46,cylinder,42,140.72
8411,86,13,53,ellipsoid,11,254.72
8412,38,10,27,ellipsoid,95,2.47
8413,79,74,95,box,10,6147.94
8414,88,16,8,cylinder,32,73.99
8415,85,24,87,ellipsoid,4,822.97
8416,8,56,30,ellipsoid,48,33.75
8417,17,89,44,cylinder,47,340.84
8418,5,81,53,ellipsoid,46,55.98
8419,32,40,27,ellipsoid,97,5
8420,44,2,21,box,40,13.63
8421,81,5,23,cylinder,76,21.59
8422,28,77,9,cylinder,66,63.73
8423,12,53,69,cylinder,69,131.42
8424,95,3,4,box,90,1.4
8425,92,35,66,box,77,601.21
8426,97,98,27,box,37,1988.87
8427,12,50,90,box,6,624.34
8428,41,31,27,cylinder,32,225.43
8429,95,43,15,ellipsoid,81,56.23
8430,91,30,94,ellipsoid,26,917.24
8431,6,76,99,box,3,538.61
8432,18,99,58,box,95,63.56
8433,1,21,78,cylinder,69,4.9
8434,30,70,69,box,3,1728.8
8435,46,31,11,ellipsoid,35,49.24
8436,28,20,93,box,80,128.11
8437,79,28,3,cylinder,80,12.82
8438,6,23,86,cylinder,89,12.61
8439,49,80,91,cylinder,10,3101.45
8440,89,70,62,cylinder,72,1044.79
8441,30,32,53,cylinder,83,83.55
8442,48,2,8,ellipsoid,5,3.52
8443,74,40,66,box,58,1009.22
8444,89,75,31,ellipsoid,75,249.87
8445,86,38,85,cylinder,63,992.88
8446,53,53,86,box,44,1663.96
8447,64,68,94,box,38,3119.7
8448,67,8,32,ellipsoid,89,9.11
8449,9,25,29,cylinder,2,61.77
8450,1,82,9,ellipsoid,23,2.74
8451,86,53,63,cylinder,14,2385.65
8452,77,7,9,box,28,42.96
8453,55,64,5,cylinder,12,149.62
8454,11,35,97,box,17,381.25
8455,23,23,68,box,59,181.4
8456,83,89,44,ellipsoid,16,1318.75
8457,32,98,88,box,46,1832.97
8458,28,25,37,box,49,162.47
8459,82,35,24,cylinder,73,179.66
8460,95,75,75,box,81,1248.83
8461,72,33,45,ellipsoid,15,438.97
8462,39,89,78,box,51,1631.73
8463,42,8,67,ellipsoid,63,40.23
8464,79,66,20,cylinder,54,463.39
8465,80,10,26,cylinder,52,96.44
8466,15,72,81,box,22,839.28
8467,66,86,15,ellipsoid,77,94.58
8468,72,24,87,cylinder,91,130.7
8469,7,3,6,ellipsoid,48,0.31
8470,76,63,89,box,71,1520.01
8471,24,91,74,box,83,337.93
8472,45,51,93,cylinder,27,1505.16
8473,42,61,49,ellipsoid,28,436.58
8474,75,36,32,box,54,488.85
8475,48,31,69,ellipsoid,89,54.55
8476,40,98,9,ellipsoid,1,168.7
8477,83,77,71,ellipsoid,73,591.77
8478,17,9,33,cylinder,78,10.73
8479,37,65,94,cylinder,3,2118.4
8480,50,75,87,box,72,1123.6
8481,11,89,44,ellipsoid,8,191.42
8482,98,5,28,cylinder,56,58.31
8483,46,85,46,box,63,818.54
8484,80,5,45,ellipsoid,40,52.16
8485,3,56,20,box,87,5.37
8486,66,26,32,cylinder,95,26.52
8487,29,91,63,box,37,1288.32
8488,45,8,48,cylinder,2,163.59
8489,53,96,39,cylinder,31,1322.68
8490,12,34,47,ellipsoid,18,75.95
8491,82,25,9,box,67,74.88
8492,6,53,18,box,67,23.23
8493,20,81,5,ellipsoid,94,2.34
8494,59,59,18,cylinder,66,205.8
8495,17,1,36,ellipsoid,55,1.33
8496,29,65,37,ellipsoid,27,245.92
8497,31,18,70,cylinder,13,328.28
8498,54,91,11,cylinder,50,261.09
8499,35,82,49,cylinder,4,1304.2
8500,71,79,75,ellipsoid,48,1056.61
8501,66,10,67,cylinder,64,153.78
8502,90,61,65,cylinder,41,2033.91
8503,71,26,79,cylinder,9,1282.02
8504,32,71,4,ellipsoid,39,26.77
8505,21,48,89,box,29,783.45
8506,11,61,67,ellipsoid,65,76
8507,51,82,37,box,86,266.45
8508,86,27,4,cylinder,100,0
8509,72,8,6,box,80,8.5
8510,24,42,8,ellipsoid,26,28.82
8511,98,60,20,cylinder,73,306.73
8512,1,11,43,ellipsoid,56,1
8513,17,48,1,ellipsoid,99,0.03
8514,59,55,39,box,15,1323.13
8515,79,93,73,box,52,3166.49
8516,11,94,55,ellipsoid,10,247.22
8517,11,76,35,ellipsoid,56,62.18
8518,66,77,40,box,15,2125.29
8519,23,13,92,box,62,128.57
8520,1,87,1,box,28,0.77
8521,93,4,1,cylinder,87,0.46
8522,36,42,13,ellipsoid,34,62.66
8523,72,4,33,ellipsoid,53,21.57
8524,32,65,41,box,16,881.11
8525,54,11,16,cylinder,33,61.51
8526,82,23,31,ellipsoid,39,172.26
8527,36,70,29,cylinder,48,367.11
8528,11,19,92,ellipsoid,88,11.14
8529,37,97,83,ellipsoid,52,690.64
8530,14,1,27,box,45,2.55
8531,52,91,98,ellipsoid,27,1635.15
8532,78,74,76,ellipsoid,91,190.69
8533,46,61,24,cylinder,65,227.69
8534,5,64,40,ellipsoid,46,33.38
8535,19,17,19,ellipsoid,40,17.78
8536,61,32,59,ellipsoid,86,77.87
8537,26,19,83,cylinder,46,213.89
8538,34,90,23,box,42,502.09
8539,12,7,98,ellipsoid,87,5.16
8540,53,23,6,ellipsoid,16,29.67
8541,80,58,29,ellipsoid,61,253.48
8542,97,96,29,cylinder,5,2478.33
8543,45,86,69,cylinder,28,1857.32
8544,48,69,55,box,5,2128.53
8545,62,69,47,box,61,964.51
8546,15,37,63,cylinder,30,236.44
8547,5,90,75,box,55,186.8
8548,58,92,61,ellipsoid,68,503.1
8549,33,12,12,ellipsoid,76,5.5
8550,58,44,23,ellipsoid,31,195.62
8551,56,51,47,box,28,1188.75
8552,96,32,15,ellipsoid,39,135.77
8553,1,37,33,box,100,0
8554,93,69,66,box,47,2760.93
8555,36,25,58,cylinder,96,20.17
8556,40,78,67,cylinder,96,80.77
8557,33,17,24,cylinder,93,9.1
8558,52,92,31,cylinder,64,515.76
8559,25,49,69,ellipsoid,82,73.48
8560,88,65,76,cylinder,35,2729.71
8561,46,63,63,ellipsoid,51,432.11
8562,67,45,49,box,85,272.57
8563,98,93,28,ellipsoid,12,1084.71
8564,87,87,69,box,58,2698
8565,50,13,43,cylinder,85,40.5
8566,40,52,60,ellipsoid,60,241.12
8567,14,76,95,box,54,571.91
8568,22,76,53,box,66,370.59
8569,32,9,5,ellipsoid,26,5.14
8570,26,36,11,box,5,120.3
8571,58,86,86,cylinder,33,2776.48
8572,84,37,84,cylinder,1,2496.83
8573,60,32,45,box,76,255.05
8574,19,85,6,box,8,109.65
8575,22,52,31,cylinder,36,219.26
8576,71,61,33,box,47,931.71
8577,67,80,35,ellipsoid,57,389.64
8578,31,32,10,ellipsoid,32,32.58
8579,76,96,64,ellipsoid,81,428.53
8580,81,6,10,box,15,50.81
8581,71,39,41,box,97,41.89
8582,94,38,78,ellipsoid,99,13.45
8583,80,83,23,ellipsoid,3,715.53
8584,26,78,95,ellipsoid,57,400.15
8585,46,33,99,ellipsoid,96,29.03
8586,13,38,1,box,39,3.7
8587,94,80,83,cylinder,87,783.85
8588,47,47,94,cylinder,39,1223.62
8589,58,66,67,cylinder,35,1610.47
8590,66,51,38,box,40,943.96
8591,22,72,89,cylinder,87,177.04
8592,83,52,51,ellipsoid,30,744.24
8593,8,58,70,cylinder,89,34.51
8594,4,98,68,box,68,104.91
8595,34,63,46,ellipsoid,82,85.66
8596,20,52,49,cylinder,64,177.22
8597,28,7,55,cylinder,88,12.49
8598,20,8,95,cylinder,98,2.93
8599,46,19,81,cylinder,22,533.44
8600,14,22,70,box,78,58.34
8601,47,92,88,box,42,2714.57
8602,81,8,83,box,58,277.84
8603,98,7,61,cylinder,63,149.57
8604,1,40,78,box,24,29.16
8605,45,88,2,cylinder,76,18.36
8606,4,57,49,cylinder,10,97.13
8607,45,11,81,cylinder,60,154.93
8608,73,55,36,ellipsoid,90,69.81
8609,8,48,6,cylinder,55,10.01
8610,62,50,30,cylinder,55,404.28
8611,10,78,39,ellipsoid,69,45.54
8612,2,34,73,box,96,2.44
8613,93,44,37,ellipsoid,21,577.73
8614,44,54,75,box,52,1052.09
8615,80,48,35,cylinder,1,1285.37
8616,70,57,61,ellipsoid,20,940.49
8617,2,33,96,cylinder,54,28.15
8618,54,50,51,box,8,1558.21
8619,59,35,74,ellipsoid,69,228.81
8620,80,83,10,cylinder,82,115.46
8621,45,26,53,ellipsoid,68,95.84
8622,68,83,75,box,67,1718.17
8623,4,4,96,cylinder,81,2.81
8624,84,25,30,ellipsoid,91,27.38
8625,65,87,32,ellipsoid,41,515.7
8626,43,4,29,box,17,50.92
8627,99,66,31,cylinder,59,802.26
8628,27,5,2,cylinder,47,1.38
8629,23,54,12,ellipsoid,51,35.27
8630,62,69,80,ellipsoid,88,198.37
8631,82,95,82,ellipsoid,82,555.37
8632,62,86,22,cylinder,58,475.94
8633,36,25,16,ellipsoid,99,0.69
8634,52,53,40,ellipsoid,81,101.17
8635,51,12,8,ellipsoid,5,22.46
8636,39,10,30,ellipsoid,52,27.12
8637,59,9,52,ellipsoid,56,58.68
8638,5,13,77,cylinder,49,24.65
8639,73,73,65,ellipsoid,10,1505.79
8640,70,39,38,box,33,854.92
8641,96,84,53,ellipsoid,88,247.72
8642,55,9,76,box,47,245.24
8643,56,79,90,cylinder,62,1461.62
8644,4,4,98,box,94,1.15
8645,66,61,56,box,64,998.31
8646,20,12,94,ellipsoid,63,40.31
8647,88,65,13,cylinder,75,179.58
8648,35,61,50,box,66,446.42
8649,19,37,12,box,10,93.38
8650,84,12,66,ellipsoid,82,57.84
8651,18,73,70,box,50,565.67
8652,63,94,57,cylinder,100,0
8653,40,66,33,box,18,878.69
8654,46,27,33,cylinder,18,324.67
8655,72,25,72,ellipsoid,50,312.99
8656,51,4,62,box,31,107.34
8657,12,40,83,cylinder,43,219.37
8658,80,22,94,box,75,508.72
8659,17,21,7,box,30,21.51
8660,53,59,65,ellipsoid,91,88.35
8661,88,49,65,ellipsoid,12,1191.35
8662,97,91,66,ellipsoid,4,2701.42
8663,84,11,92,cylinder,2,804.78
8664,17,58,39,cylinder,57,159.73
8665,98,28,72,ellipsoid,11,849.32
8666,5,34,95,box,9,180.76
8667,13,48,26,box,9,181.59
8668,12,58,39,ellipsoid,67,43.26
8669,65,89,82,box,57,2508.94
8670,77,65,76,ellipsoid,76,440.95
8671,1,99,12,ellipsoid,42,3.32
8672,67,10,24,cylinder,14,133.59
8673,15,50,19,cylinder,67,45.42
8674,76,36,95,ellipsoid,7,1167.58
8675,16,28,32,box,67,58.18
8676,55,82,2,box,100,0
8677,20,25,45,cylinder,60,86.94
8678,41,57,99,ellipsoid,67,368.78
8679,89,34,87,cylinder,44,1424.2
8680,75,42,32,ellipsoid,94,29.21
8681,27,32,50,box,53,249.73
8682,57,67,95,box,90,446.25
8683,63,9,5,ellipsoid,20,10.95
8684,83,81,59,cylinder,11,3410.35
8685,13,23,90,box,44,185.35
8686,2,82,78,cylinder,7,114.92
8687,35,21,57,cylinder,6,380.43
8688,40,15,76,ellipsoid,49,112.33
8689,11,19,49,cylinder,10,89.03
8690,83,64,38,cylinder,41,1150.5
8691,28,44,3,cylinder,35,23.2
8692,38,91,9,cylinder,47,159.34
8693,34,84,7,ellipsoid,44,54.07
8694,91,57,14,cylinder,23,540.16
8695,56,85,56,ellipsoid,88,154.5
8696,30,54,5,cylinder,28,56.33
8697,98,45,67,ellipsoid,95,71.35
8698,69,74,10,cylinder,17,409.4
8699,74,59,8,box,78,94.51
8700,28,30,66,ellipsoid,35,174.06
8701,12,84,86,box,47,565.11
8702,54,95,13,ellipsoid,20,257.7
8703,66,79,40,cylinder,54,926.79
8704,33,45,46,box,88,100.82
8705,90,5,31,box,43,97.8
8706,94,25,47,box,76,326.04
8707,26,45,5,ellipsoid,83,4.8
8708,65,33,61,ellipsoid,36,404.48
8709,36,26,62,box,70,214.13
8710,13,22,77,box,57,116.47
8711,5,92,89,ellipsoid,28,142.37
8712,80,73,22,ellipsoid,57,266.85
8713,38,90,28,cylinder,61,360.78
8714,44,62,13,cylinder,3,332.31
8715,74,3,69,box,72,52.75
8716,2,4,61,box,30,4.2
8717,44,21,64,ellipsoid,94,17.13
8718,10,96,84,cylinder,75,194.75
8719,18,21,70,ellipsoid,89,14.05
8720,33,43,59,box,86,144.16
8721,53,87,74,box,93,293.78
8722,95,28,14,cylinder,23,277
8723,81,91,62,box,83,955.59
8724,7,39,87,box,10,262.92
8725,89,30,99,ellipsoid,32,868.2
8726,97,59,67,cylinder,74,963.09
8727,15,73,7,cylinder,13,64.42
8728,97,59,51,cylinder,83,479.33
8729,24,91,15,ellipsoid,95,7.91
8730,48,53,74,box,76,555.73
8731,33,43,84,box,52,703.73
8732,6,53,35,ellipsoid,61,20.96
8733,21,56,13,box,58,78.97
8734,5,79,80,box,27,283.73
8735,47,31,45,box,52,387.09
8736,44,12,12,ellipsoid,42,17.75
8737,88,48,27,ellipsoid,56,242.38
8738,25,62,44,ellipsoid,4,316.24
8739,1,87,66,cylinder,86,7.76
8740,33,33,92,ellipsoid,72,135.49
8741,80,61,90,cylinder,89,466.71
8742,83,69,22,ellipsoid,49,310.37
8743,8,11,51,box,30,38.64
8744,94,15,20,cylinder,5,258.8
8745,59,66,5,cylinder,15,159.87
8746,37,75,28,ellipsoid,74,97.57
8747,84,90,39,cylinder,16,2392.54
8748,62,16,58,cylinder,27,405.74
8749,41,15,75,ellipsoid,14,191.6
8750,60,39,23,ellipsoid,65,90.98
8751,4,32,60,cylinder,37,46.74
8752,45,21,23,cylinder,70,62.99
8753,86,80,83,ellipsoid,58,1158.45
8754,24,66,78,ellipsoid,23,459.52
8755,3,37,30,cylinder,39,19.62
8756,9,41,58,cylinder,23,159.19
8757,83,49,9,ellipsoid,63,65.41
8758,20,54,30,box,10,358.66
8759,22,14,91,ellipsoid,14,116.42
8760,74,96,15,ellipsoid,48,267.64
8761,82,76,31,box,3,2304.97
8762,68,12,59,ellipsoid,2,227.89
8763,28,62,30,box,21,506.06
8764,74,75,17,ellipsoid,5,432.94
8765,26,19,41,ellipsoid,58,41.08
8766,55,24,85,cylinder,70,325.16
8767,12,58,62,ellipsoid,68,66.69
8768,2,1,9,cylinder,3,0.16
8769,28,64,85,cylinder,37,927.02
8770,25,11,54,cylinder,88,17.21
8771,92,24,19,box,40,309.6
8772,71,59,29,ellipsoid,29,416.61
8773,2,2,98,cylinder,87,0.49
8774,54,25,88,ellipsoid,56,252.48
8775,77,45,97,cylinder,63,1201.35
8776,40,1,61,ellipsoid,30,8.24
8777,99,58,10,box,26,522.63
8778,67,22,45,cylinder,88,76.89
8779,28,66,7,ellipsoid,4,59.98
8780,28,66,72,box,32,1112.88
8781,6,47,70,ellipsoid,84,15.25
8782,77,75,97,ellipsoid,22,2110.49
8783,95,70,13,box,57,457.23
8784,3,50,15,cylinder,58,9.12
8785,85,23,49,cylinder,41,545.99
8786,71,58,20,cylinder,54,365.98
8787,10,61,70,box,14,451.68
8788,69,40,6,cylinder,51,78.38
8789,91,5,53,cylinder,1,230.63
8790,88,71,1,ellipsoid,89,3.31
8791,17,11,2,box,27,3.35
8792,89,92,11,box,72,310.19
8793,41,89,75,ellipsoid,27,964.99
8794,38,97,59,cylinder,14,1806.76
8795,1,53,68,box,41,26.15
8796,71,62,52,cylinder,86,309.58
8797,95,23,86,box,68,739.61
8798,36,70,8,box,72,69.43
8799,10,16,41,cylinder,42,36.75
8800,53,30,42,box,97,24.64
8801,92,94,3,box,34,210.61
8802,7,51,7,cylinder,35,15.69
8803,77,23,85,ellipsoid,24,552.6
8804,75,44,13,cylinder,22,323.25
8805,56,83,73,cylinder,49,1671.68
8806,12,32,14,cylinder,55,23.37
8807,44,31,1,cylinder,45,7.24
8808,9,40,47,cylinder,92,13.07
8809,78,61,59,box,2,3383.82
8810,83,7,6,ellipsoid,21,13.3
8811,47,75,28,box,16,1019.76
8812,66,72,64,ellipsoid,76,352.55
8813,19,2,19,ellipsoid,57,1.49
8814,92,10,76,box,59,352.6
8815,17,96,55,cylinder,64,312.16
8816,38,9,28,cylinder,81,17.57
8817,99,73,42,ellipsoid,70,439.83
8818,63,91,60,ellipsoid,98,33.22
8819,51,50,36,box,89,124.2
8820,59,4,53,ellipsoid,6,56.79
8821,48,84,7,cylinder,53,128.14
8822,87,98,39,cylinder,11,2858.87
8823,79,45,2,cylinder,37,43.27
8824,33,35,13,box,8,169.9
8825,40,80,29,cylinder,96,35.85
8826,26,18,64,cylinder,70,86.8
8827,8,68,24,box,16,134.89
8828,36,75,32,cylinder,15,709.45
8829,68,22,49,ellipsoid,54,162.87
8830,54,60,47,cylinder,79,308.92
8831,50,6,27,box,64,35.86
8832,47,33,2,box,80,7.63
8833,3,1,27,cylinder,59,0.32
8834,45,62,76,box,8,2399.44
8835,51,54,49,cylinder,27,951.65
8836,4,80,68,ellipsoid,17,87.23
8837,12,46,36,ellipsoid,34,63.35
8838,43,56,17,ellipsoid,37,124.56
8839,32,84,84,box,81,527.67
8840,7,99,59,box,33,336.94
8841,62,27,16,box,39,200.96
8842,89,66,20,cylinder,4,1089.5
8843,12,70,69,cylinder,35,363.94
8844,97,97,21,cylinder,65,668.07
8845,62,57,92,cylinder,63,1162.12
8846,91,10,37,box,31,285.75
8847,86,29,63,cylinder,10,1366.07
8848,16,45,13,box,70,34.53
8849,33,18,68,ellipsoid,72,54.62
8850,7,3,93,cylinder,95,0.94
8851,86,56,99,box,57,2521.71
8852,27,52,14,ellipsoid,39,57.91
8853,9,19,11,cylinder,48,9.44
8854,67,1,65,box,73,14.46
8855,33,27,85,box,33,624.13
8856,80,51,13,box,78,143.52
8857,25,39,54,box,43,369.12
8858,9,24,95,cylinder,96,7.92
8859,56,36,51,box,31,872.59
8860,52,31,43,cylinder,98,13.39
8861,59,54,65,ellipsoid,49,510.14
8862,84,35,6,box,54,99.8
8863,45,98,71,cylinder,32,2056.84
8864,6,27,11,cylinder,31,11.87
8865,8,31,5,cylinder,46,6.46
8866,71,29,4,ellipsoid,52,19.09
8867,86,75,22,box,87,226.89
8868,61,15,32,ellipsoid,62,53.74
8869,38,64,22,ellipsoid,55,116.29
8870,27,11,50,ellipsoid,40,43.03
8871,43,10,93,cylinder,48,200.88
8872,7,94,55,box,61,173.6
8873,89,42,2,ellipsoid,40,21.66
8874,23,49,35,cylinder,20,304.84
8875,18,51,64,box,63,267.38
8876,7,1,5,box,70,0.12
8877,8,37,33,box,31,82.9
8878,8,43,89,box,96,15.06
8879,16,92,21,cylinder,7,277.71
8880,70,1,99,cylinder,46,36.15
8881,17,28,97,ellipsoid,48,115.97
8882,97,32,40,cylinder,16,1007.52
8883,28,13,87,box,51,190.86
8884,58,52,67,cylinder,27,1425.02
8885,73,42,67,ellipsoid,36,635.02
8886,85,28,65,ellipsoid,20,597.78
8887,10,12,55,ellipsoid,67,10.52
8888,76,68,10,box,53,298.76
8889,45,58,72,cylinder,19,1470.45
8890,13,21,21,cylinder,78,12.18
8891,29,53,77,cylinder,21,903.2
8892,62,95,87,box,54,2899.32
8893,30,66,77,ellipsoid,27,537.58
8894,63,98,60,box,9,4146.33
8895,11,74,83,ellipsoid,30,228.43
8896,13,96,66,cylinder,62,302.36
8897,23,78,65,ellipsoid,31,388.64
8898,56,81,63,cylinder,83,469.3
8899,64,60,66,ellipsoid,55,550.87
8900,69,42,88,ellipsoid,60,492.72
8901,15,99,6,cylinder,19,69.72
8902,85,65,70,ellipsoid,12,1643.9
8903,98,54,32,box,58,874.83
8904,79,10,50,ellipsoid,95,9.53
8905,12,34,1,box,98,0.1
8906,51,36,50,ellipsoid,9,403.5
8907,21,73,39,box,77,169.13
8908,9,92,72,ellipsoid,33,192.93
8909,17,7,92,box,67,44.43
8910,93,68,46,cylinder,9,2557.32
8911,82,18,24,box,33,291.92
8912,19,90,3,box,4,60.57
8913,71,99,29,cylinder,7,1831.34
8914,51,25,27,box,79,88.91
8915,37,39,78,box,57,595.29
8916,90,64,28,box,86,277.72
8917,90,46,59,ellipsoid,42,684.29
8918,88,24,57,cylinder,36,744.29
8919,99,40,19,ellipsoid,27,265.29
8920,29,7,8,cylinder,91,1.41
8921,13,50,60,ellipsoid,26,139.39
8922,47,3,62,box,87,13.97
8923,57,81,20,ellipsoid,9,405.87
8924,61,93,98,cylinder,42,3115.02
8925,6,27,37,ellipsoid,91,2.6
8926,58,54,74,ellipsoid,85,167.92
8927,86,42,13,box,52,277.22
8928,4,84,56,ellipsoid,80,18.17
8929,99,68,57,cylinder,66,1260.35
8930,46,94,21,ellipsoid,8,403.51
8931,92,44,40,cylinder,46,844.67
8932,82,65,18,box,37,743.43
8933,42,94,41,box,97,59.72
8934,51,57,68,ellipsoid,16,802.04
8935,29,10,84,ellipsoid,77,27.06
8936,62,14,72,box,11,684.14
8937,97,89,6,ellipsoid,7,232.68
8938,97,90,24,box,8,2370.92
8939,85,21,57,box,67,412.98
8940,93,3,21,ellipsoid,25,21.22
8941,53,80,73,ellipsoid,17,1240.88
8942,36,1,57,box,16,21.2
8943,75,5,10,ellipsoid,97,0.54
8944,34,92,97,ellipsoid,11,1304.34
8945,32,28,83,ellipsoid,80,71.84
8946,54,63,38,box,57,683.74
8947,46,2,41,box,29,32.94
8948,26,98,10,cylinder,33,164.91
8949,59,65,19,ellipsoid,67,116.14
8950,60,73,89,cylinder,74,979.11
8951,56,20,24,box,24,251.27
8952,67,37,96,box,50,1463.6
8953,24,57,52,cylinder,1,680.33
8954,31,14,93,ellipsoid,77,44.83
8955,46,34,31,cylinder,64,168.61
8956,79,65,53,ellipsoid,13,1143.66
